"ID_MGN","Telecomunicaciones_4Ginteriores","Telecomunicaciones_4Gexteriores","Telecomunicaciones_4Gvehiculos","Movilidad_congestionamiento","Residuos_recoleccion","cantidad_empresas","Movilidad_accidentes_Calle_buen_estado","Movilidad_accidentes_buenTiempo","Movilidad_accidentes_pavimento","Agua_conexiones_edific","Electricidad_medidoresint_edific","Electricidad_postes_edific","Electricidad_transformadores_edific","cluster"
47427,3,0,3,4,1,0,100,100,100,0.75,2.16666666666667,0.5,0.166666666666667,1
47428,3,0,2,0,1,0,100,75,75,0.117647058823529,1.29411764705882,0.294117647058824,0.0588235294117647,1
47449,3,0,2,4,1,2,100,100,100,0.774193548387097,1.45161290322581,0.32258064516129,0.0645161290322581,1
47450,3,0,1,4,1,0,100,100,100,0.875,1.9375,0.3125,0,2
47451,2,0,1,4,1,0,100,100,100,2.58823529411765,3.82352941176471,0.294117647058824,0.294117647058824,2
47453,3,1,2,23,1,0,96.2962962962963,77.7777777777778,96.2962962962963,6.26666666666667,0.666666666666667,0.533333333333333,0.333333333333333,1
47454,3,1,2,4,1,9,100,80,100,0.51304347826087,1.34782608695652,0.217391304347826,0.0521739130434783,3
47455,2,0,2,4,1,2,100,50,100,2.25,2.5,0.75,0.125,1
47456,1,0,2,4,1,0,100,100,100,1.16666666666667,3,0.5,0.166666666666667,1
47457,1,0,3,4,1,2,75,87.5,100,1.1078431372549,1.90196078431373,0.254901960784314,0.0392156862745098,1
47459,2,2,3,4,1,8,42.8571428571429,85.7142857142857,100,0.442622950819672,0.278688524590164,0.0655737704918033,0.0163934426229508,3
47460,3,0,1,4,1,0,100,100,100,0.941176470588235,2.17647058823529,0.529411764705882,0.0588235294117647,2
47461,3,0,3,4,1,0,66.6666666666667,66.6666666666667,100,0.4125,1.5375,0.3125,0.075,1
47462,2,0,3,3,1,0,93.3333333333333,86.6666666666667,93.3333333333333,1.13333333333333,1.53333333333333,0.333333333333333,0.0666666666666667,1
47463,2,1,3,4,1,1,50,100,50,0.2,1.225,0.3,0.0625,3
47468,3,0,3,4,1,1,50,50,50,0.83206106870229,1.18320610687023,0.083969465648855,0.0305343511450382,3
47474,3,0,1,4,1,1,91.304347826087,82.6086956521739,100,3.5,7,1,1.5,2
47475,2,0,3,4,1,2,85.7142857142857,71.4285714285714,85.7142857142857,0.347826086956522,1.47826086956522,0.217391304347826,0.0434782608695652,1
47476,3,0,3,4,1,0,85.7142857142857,85.7142857142857,85.7142857142857,0.2,2.06666666666667,0.4,0.0666666666666667,1
47477,3,0,3,4,1,0,100,75,100,0.15,1,0.2,0,1
47479,2,1,3,4,1,2,100,100,100,0.142857142857143,1.85714285714286,1.28571428571429,0.428571428571429,1
47480,3,1,3,4,1,3,78.5714285714286,78.5714285714286,100,0.125,0.875,0.75,0.5,3
47482,3,0,3,4,1,2,84.2105263157895,78.9473684210526,97.3684210526316,1.6,1.65,0.7,0.15,1
47484,0,1,3,4,1,2,86.268032209008,86.485919736114,94.0033444054856,0.538461538461538,1,0.153846153846154,0.0769230769230769,3
47494,3,2,3,4,1,4,93.3333333333333,93.3333333333333,100,0.52,0.96,0.256,0.056,3
47495,3,2,3,4,1,8,79.3103448275862,82.7586206896552,98.2758620689655,0.924242424242424,1.40909090909091,0.348484848484849,0.204545454545455,3
47496,3,1,3,4,1,6,77.7777777777778,77.7777777777778,100,0.0347222222222222,0.159722222222222,0.0625,0.0625,3
47498,3,0,3,4,1,0,100,50,50,1.22727272727273,1.81818181818182,0.318181818181818,0.136363636363636,3
47499,3,2,3,4,1,9,88.8888888888889,77.7777777777778,88.8888888888889,0.5625,0.627717391304348,0.130434782608696,0.0407608695652174,3
47500,3,1,3,4,1,5,75,87.5,100,0.318681318681319,0.813186813186813,0.197802197802198,0.0659340659340659,3
47501,3,0,1,4,1,2,100,100,100,0.717557251908397,1.0763358778626,0.152671755725191,0.0229007633587786,2
47502,3,0,2,4,1,0,86.268032209008,86.485919736114,94.0033444054856,0.363636363636364,2.40909090909091,0.454545454545455,0.0454545454545455,1
47503,3,0,3,5,1,10,95.2380952380952,71.4285714285714,95.2380952380952,0.885521885521885,0.96969696969697,0.154882154882155,0.0606060606060606,1
48657,3,0,2,3,1,1,100,50,50,0.0277777777777778,0.888888888888889,0.222222222222222,0.0277777777777778,3
48658,0,2,2,4,1,0,100,100,100,0.325,0,0,0.05,3
48678,1,1,3,4,1,0,66.6666666666667,100,66.6666666666667,0.558823529411765,1.20588235294118,0.5,0.0588235294117647,3
47347,0,1,3,0,1,0,86.268032209008,86.485919736114,94.0033444054856,0,2.1,0.4,0,3
47392,0,0,3,3,1,1,85.7142857142857,85.7142857142857,85.7142857142857,0,1.05555555555556,0.388888888888889,0.166666666666667,3
47229,3,0,2,4,1,1,100,100,100,0,1.7741935483871,0.483870967741935,0.0967741935483871,1
47299,3,0,1,0,1,1,92.8571428571429,85.7142857142857,92.8571428571429,0,1.75,0.145833333333333,0.0625,2
47382,1,0,3,4,1,1,50,100,50,0,1.22727272727273,0.227272727272727,0.0757575757575758,3
47452,3,0,1,4,1,2,90.4761904761905,85.7142857142857,100,0,1.87234042553191,0.170212765957447,0.106382978723404,2
47481,1,1,3,4,1,0,100,100,100,0,2,0.375,0.25,1
47380,0,0,3,4,1,0,86.268032209008,86.485919736114,94.0033444054856,0,1.70833333333333,0.25,0.0833333333333333,3
47383,0,0,3,4,1,0,86.268032209008,86.485919736114,94.0033444054856,0,1.64285714285714,0.178571428571429,0.0714285714285714,3
47384,0,0,3,4,1,0,86.268032209008,86.485919736114,94.0033444054856,0,1.8695652173913,0.260869565217391,0.0869565217391304,3
47458,0,0,3,0,0,0,66.6666666666667,100,100,0,2.4,1.4,0.2,3
