"ID_MGN","Saneamiento_Sinconexiones","Telecomunicaciones_4Ginteriores","Telecomunicaciones_4Gexteriores","Telecomunicaciones_4Gvehiculos","Movilidad_congestionamiento","cantidad_empresas","Movilidad_accidentes_Calle_buen_estado","Movilidad_accidentes_buenTiempo","Movilidad_accidentes_pavimento","Agua_conexiones_edific","Saneamiento_conexiones_edific","Electricidad_medidoresint_edific","Electricidad_postes_edific","Electricidad_transformadores_edific","cluster"
40178,0,3,0,1,4,0,100,100,100,0.428571428571429,0.428571428571429,0.142857142857143,1.21428571428571,0.0714285714285714,1
40179,0,3,0,1,4,0,100,100,100,0.567567567567568,0.567567567567568,0.0810810810810811,0.297297297297297,0.0540540540540541,1
40180,1,3,0,0,4,1,100,100,100,0.633333333333333,0.6,0.0666666666666667,0.2,0.0333333333333333,1
40181,0,3,0,0,4,0,50,100,50,0.56,0.56,0,0.24,0.08,1
40182,0,3,0,1,4,0,50,100,50,0.5,0.5,0,0.136363636363636,0.0303030303030303,1
40183,1,3,0,1,0,0,100,100,100,0.533333333333333,0.5,0.0333333333333333,0.0666666666666667,0.0333333333333333,2
40184,0,3,0,1,4,0,100,100,100,0.461538461538462,0.461538461538462,0,0.192307692307692,0.0384615384615385,1
40185,0,3,0,1,4,0,100,100,100,0.681818181818182,0.681818181818182,0,0.227272727272727,0.0454545454545455,1
40186,0,3,0,1,4,0,100,100,100,0.608695652173913,0.608695652173913,0,0.260869565217391,0,1
40187,0,3,0,0,4,0,100,100,100,1.2,1.2,0.0666666666666667,0.333333333333333,0.0666666666666667,1
40188,3,3,0,2,4,0,50,100,50,0.253731343283582,0.208955223880597,0.0149253731343284,0.17910447761194,0.0149253731343284,1
40189,22,3,0,1,4,0,81.9044873063313,91.0130610644602,82.8406469895976,0.674418604651163,0.162790697674419,0.0232558139534884,0.232558139534884,0.0465116279069767,1
40190,0,3,0,1,4,0,81.9044873063313,91.0130610644602,82.8406469895976,0.658536585365854,0.658536585365854,0,0.146341463414634,0.024390243902439,1
40191,4,3,0,0,4,2,81.9044873063313,91.0130610644602,82.8406469895976,0.942857142857143,0.885714285714286,0.1,0.157142857142857,0.0285714285714286,1
40192,0,3,0,0,2,0,81.9044873063313,91.0130610644602,82.8406469895976,0.714285714285714,0.714285714285714,0.0857142857142857,0.2,0.0571428571428571,1
40193,0,3,0,0,2,1,81.9044873063313,91.0130610644602,82.8406469895976,0.783783783783784,0.783783783783784,0.027027027027027,0.243243243243243,0,1
40194,0,3,0,0,3,1,81.9044873063313,91.0130610644602,82.8406469895976,0.742857142857143,0.742857142857143,0.0285714285714286,0.171428571428571,0.0285714285714286,1
40195,0,3,0,1,0,3,100,100,88.8888888888889,0.788732394366197,0.788732394366197,0.0140845070422535,0.169014084507042,0.0704225352112676,2
40196,0,3,0,1,4,1,100,100,66.6666666666667,0.75,0.75,0.0357142857142857,0.214285714285714,0.0714285714285714,1
40197,0,3,0,1,4,3,100,100,92.8571428571429,0.715909090909091,0.715909090909091,0.0340909090909091,0.227272727272727,0.0340909090909091,1
40198,0,3,0,1,4,0,75,75,75,0.96,0.96,0.02,0.16,0.06,1
40199,0,3,0,1,4,0,100,80,100,0.739130434782609,0.739130434782609,0.0217391304347826,0.347826086956522,0.0217391304347826,1
40200,0,3,0,1,0,0,100,80,100,0.833333333333333,0.833333333333333,0.0277777777777778,0.194444444444444,0.0555555555555556,2
40201,1,3,0,0,4,3,100,100,100,0.907894736842105,0.894736842105263,0.0131578947368421,0.184210526315789,0.0263157894736842,1
40202,1,3,0,0,0,0,100,100,100,0.888888888888889,0.873015873015873,0.0317460317460317,0.285714285714286,0.0158730158730159,2
40203,0,3,0,0,4,2,75,100,75,0.78021978021978,0.78021978021978,0.021978021978022,0.153846153846154,0.010989010989011,1
40204,0,3,0,0,4,0,75,100,75,0.82089552238806,0.82089552238806,0.0149253731343284,0.26865671641791,0.0149253731343284,1
40205,0,3,0,0,4,1,75,100,75,0.972222222222222,0.972222222222222,0.0416666666666667,0.194444444444444,0.0138888888888889,1
40206,2,3,0,0,4,0,66.6666666666667,100,66.6666666666667,0.985714285714286,0.957142857142857,0.0428571428571429,0.142857142857143,0.0285714285714286,1
40207,1,3,0,1,4,1,75,100,50,0.952380952380952,0.936507936507937,0.0476190476190476,0.285714285714286,0.0317460317460317,1
40208,0,3,0,1,4,2,40,100,60,0.814814814814815,0.814814814814815,0,0.12962962962963,0.0555555555555556,1
40209,0,3,0,1,3,1,100,100,100,1.63333333333333,1.63333333333333,0.0666666666666667,0.233333333333333,0.0666666666666667,1
40210,0,3,0,1,0,0,100,100,100,0.956521739130435,0.956521739130435,0.0434782608695652,0.391304347826087,0.0434782608695652,2
40211,0,3,0,1,4,1,100,100,100,0.90625,0.90625,0.03125,0.53125,0.0625,1
40212,9,3,0,1,4,0,100,100,100,0.956521739130435,0.565217391304348,0.0434782608695652,0.0869565217391304,0.0434782608695652,1
40213,10,3,0,1,2,0,81.9044873063313,91.0130610644602,82.8406469895976,0.869565217391304,0.434782608695652,0,0.130434782608696,0.0434782608695652,1
40214,11,3,0,0,3,0,100,100,100,1.09090909090909,0.590909090909091,0.0909090909090909,0.227272727272727,0.0454545454545455,1
40215,10,3,0,0,3,0,100,100,100,1.61538461538462,0.846153846153846,0.0769230769230769,0.384615384615385,0.0769230769230769,1
40216,13,3,0,0,4,1,100,100,50,0.96,0.44,0.04,0.2,0.08,1
40217,14,3,0,1,4,0,100,100,100,1.23809523809524,0.571428571428571,0,0.0952380952380952,0.0476190476190476,1
40218,1,3,0,1,4,0,66.6666666666667,100,66.6666666666667,0.884615384615385,0.871794871794872,0.0769230769230769,0.128205128205128,0.0384615384615385,1
40219,1,3,0,1,4,1,60,100,40,0.853658536585366,0.841463414634146,0.0487804878048781,0.121951219512195,0.0121951219512195,1
40220,0,3,0,2,4,1,80,93.3333333333333,80,0.175,0.175,0.0375,0.3,0.1375,1
40221,0,3,0,1,3,0,100,100,100,0.76,0.76,0,0.2,0,1
40222,0,3,0,1,3,1,100,100,100,0.736842105263158,0.736842105263158,0.105263157894737,0.184210526315789,0.0263157894736842,1
40223,0,3,0,1,3,0,100,100,100,0.689655172413793,0.689655172413793,0.103448275862069,0.310344827586207,0.0344827586206897,1
40224,0,3,0,1,4,1,81.9044873063313,91.0130610644602,82.8406469895976,0.702702702702703,0.702702702702703,0,0.135135135135135,0,1
40225,1,3,0,1,4,0,81.9044873063313,91.0130610644602,82.8406469895976,0.5,0,0,4.5,0.5,1
40226,27,3,0,1,0,1,100,100,100,0.613636363636364,0,0.0454545454545455,0.204545454545455,0.0227272727272727,2
40227,44,3,0,1,2,0,100,100,100,0.676923076923077,0,0.0461538461538462,0.215384615384615,0.0307692307692308,1
40228,50,3,0,1,2,1,100,100,100,0.45045045045045,0,0.018018018018018,0.108108108108108,0.018018018018018,1
40229,22,2,0,1,2,1,81.9044873063313,91.0130610644602,82.8406469895976,0.6875,0,0.0625,0.125,0.03125,1
40230,22,2,0,1,2,1,100,100,100,0.956521739130435,0,0.0869565217391304,0.217391304347826,0,1
40231,25,3,0,1,4,0,81.9044873063313,91.0130610644602,82.8406469895976,0.568181818181818,0,0.0454545454545455,0.181818181818182,0.0454545454545455,1
40232,21,3,0,1,4,1,100,100,100,0.525,0,0,0.25,0.025,1
40233,25,3,0,1,4,1,100,100,50,0.641025641025641,0,0.0512820512820513,0.205128205128205,0.0512820512820513,1
40234,24,3,0,1,4,0,95.6521739130435,100,86.9565217391304,0.533333333333333,0,0.0444444444444444,0.222222222222222,0,1
