"Saneamiento_Sinconexiones","Telecomunicaciones_4Ginteriores","Telecomunicaciones_4Gexteriores","Telecomunicaciones_4Gvehiculos","Movilidad_congestionamiento","cantidad_empresas","Movilidad_accidentes_Calle_buen_estado","Movilidad_accidentes_buenTiempo","Movilidad_accidentes_pavimento","Agua_conexiones_edific","Saneamiento_conexiones_edific","Electricidad_medidoresint_edific","Electricidad_postes_edific","Electricidad_transformadores_edific"
0,3,0,1,4,0,50,100,50,0.5,0.5,0,0.136363636363636,0.0303030303030303
1,3,0,1,0,0,100,100,100,0.533333333333333,0.5,0.0333333333333333,0.0666666666666667,0.0333333333333333
0,3,0,1,4,0,100,100,100,0.461538461538462,0.461538461538462,0,0.192307692307692,0.0384615384615385
0,3,0,1,4,0,100,100,100,0.681818181818182,0.681818181818182,0,0.227272727272727,0.0454545454545455
0,3,0,1,4,0,100,100,100,0.608695652173913,0.608695652173913,0,0.260869565217391,0
0,3,0,0,4,0,100,100,100,1.2,1.2,0.0666666666666667,0.333333333333333,0.0666666666666667
3,3,0,2,4,0,50,100,50,0.253731343283582,0.208955223880597,0.0149253731343284,0.17910447761194,0.0149253731343284
22,3,0,1,4,0,81.9044873063313,91.0130610644602,82.8406469895976,0.674418604651163,0.162790697674419,0.0232558139534884,0.232558139534884,0.0465116279069767
0,3,0,1,4,0,81.9044873063313,91.0130610644602,82.8406469895976,0.658536585365854,0.658536585365854,0,0.146341463414634,0.024390243902439
4,3,0,0,4,2,81.9044873063313,91.0130610644602,82.8406469895976,0.942857142857143,0.885714285714286,0.1,0.157142857142857,0.0285714285714286
0,3,0,0,2,0,81.9044873063313,91.0130610644602,82.8406469895976,0.714285714285714,0.714285714285714,0.0857142857142857,0.2,0.0571428571428571
0,3,0,0,2,1,81.9044873063313,91.0130610644602,82.8406469895976,0.783783783783784,0.783783783783784,0.027027027027027,0.243243243243243,0
0,3,0,0,3,1,81.9044873063313,91.0130610644602,82.8406469895976,0.742857142857143,0.742857142857143,0.0285714285714286,0.171428571428571,0.0285714285714286
0,3,0,1,0,3,100,100,88.8888888888889,0.788732394366197,0.788732394366197,0.0140845070422535,0.169014084507042,0.0704225352112676
0,3,0,1,4,1,100,100,66.6666666666667,0.75,0.75,0.0357142857142857,0.214285714285714,0.0714285714285714
0,3,0,1,4,3,100,100,92.8571428571429,0.715909090909091,0.715909090909091,0.0340909090909091,0.227272727272727,0.0340909090909091
0,3,0,1,4,0,75,75,75,0.96,0.96,0.02,0.16,0.06
0,3,0,1,4,0,100,80,100,0.739130434782609,0.739130434782609,0.0217391304347826,0.347826086956522,0.0217391304347826
0,3,0,1,0,0,100,80,100,0.833333333333333,0.833333333333333,0.0277777777777778,0.194444444444444,0.0555555555555556
1,3,0,0,4,3,100,100,100,0.907894736842105,0.894736842105263,0.0131578947368421,0.184210526315789,0.0263157894736842
1,3,0,0,0,0,100,100,100,0.888888888888889,0.873015873015873,0.0317460317460317,0.285714285714286,0.0158730158730159
0,3,0,0,4,2,75,100,75,0.78021978021978,0.78021978021978,0.021978021978022,0.153846153846154,0.010989010989011
0,3,0,0,4,0,75,100,75,0.82089552238806,0.82089552238806,0.0149253731343284,0.26865671641791,0.0149253731343284
0,3,0,0,4,1,75,100,75,0.972222222222222,0.972222222222222,0.0416666666666667,0.194444444444444,0.0138888888888889
2,3,0,0,4,0,66.6666666666667,100,66.6666666666667,0.985714285714286,0.957142857142857,0.0428571428571429,0.142857142857143,0.0285714285714286
1,3,0,1,4,1,75,100,50,0.952380952380952,0.936507936507937,0.0476190476190476,0.285714285714286,0.0317460317460317
0,3,0,1,4,2,40,100,60,0.814814814814815,0.814814814814815,0,0.12962962962963,0.0555555555555556
0,3,0,1,3,1,100,100,100,1.63333333333333,1.63333333333333,0.0666666666666667,0.233333333333333,0.0666666666666667
0,3,0,1,0,0,100,100,100,0.956521739130435,0.956521739130435,0.0434782608695652,0.391304347826087,0.0434782608695652
0,3,0,1,4,1,100,100,100,0.90625,0.90625,0.03125,0.53125,0.0625
9,3,0,1,4,0,100,100,100,0.956521739130435,0.565217391304348,0.0434782608695652,0.0869565217391304,0.0434782608695652
10,3,0,1,2,0,81.9044873063313,91.0130610644602,82.8406469895976,0.869565217391304,0.434782608695652,0,0.130434782608696,0.0434782608695652
11,3,0,0,3,0,100,100,100,1.09090909090909,0.590909090909091,0.0909090909090909,0.227272727272727,0.0454545454545455
10,3,0,0,3,0,100,100,100,1.61538461538462,0.846153846153846,0.0769230769230769,0.384615384615385,0.0769230769230769
13,3,0,0,4,1,100,100,50,0.96,0.44,0.04,0.2,0.08
14,3,0,1,4,0,100,100,100,1.23809523809524,0.571428571428571,0,0.0952380952380952,0.0476190476190476
1,3,0,1,4,0,66.6666666666667,100,66.6666666666667,0.884615384615385,0.871794871794872,0.0769230769230769,0.128205128205128,0.0384615384615385
1,3,0,1,4,1,60,100,40,0.853658536585366,0.841463414634146,0.0487804878048781,0.121951219512195,0.0121951219512195
0,3,0,2,4,1,80,93.3333333333333,80,0.175,0.175,0.0375,0.3,0.1375
0,3,0,1,3,0,100,100,100,0.76,0.76,0,0.2,0
0,3,0,1,3,1,100,100,100,0.736842105263158,0.736842105263158,0.105263157894737,0.184210526315789,0.0263157894736842
0,3,0,1,3,0,100,100,100,0.689655172413793,0.689655172413793,0.103448275862069,0.310344827586207,0.0344827586206897
0,3,0,1,4,1,81.9044873063313,91.0130610644602,82.8406469895976,0.702702702702703,0.702702702702703,0,0.135135135135135,0
1,3,0,1,4,0,81.9044873063313,91.0130610644602,82.8406469895976,0.5,0,0,4.5,0.5
27,3,0,1,0,1,100,100,100,0.613636363636364,0,0.0454545454545455,0.204545454545455,0.0227272727272727
44,3,0,1,2,0,100,100,100,0.676923076923077,0,0.0461538461538462,0.215384615384615,0.0307692307692308
50,3,0,1,2,1,100,100,100,0.45045045045045,0,0.018018018018018,0.108108108108108,0.018018018018018
22,2,0,1,2,1,81.9044873063313,91.0130610644602,82.8406469895976,0.6875,0,0.0625,0.125,0.03125
22,2,0,1,2,1,100,100,100,0.956521739130435,0,0.0869565217391304,0.217391304347826,0
25,3,0,1,4,0,81.9044873063313,91.0130610644602,82.8406469895976,0.568181818181818,0,0.0454545454545455,0.181818181818182,0.0454545454545455
21,3,0,1,4,1,100,100,100,0.525,0,0,0.25,0.025
25,3,0,1,4,1,100,100,50,0.641025641025641,0,0.0512820512820513,0.205128205128205,0.0512820512820513
24,3,0,1,4,0,95.6521739130435,100,86.9565217391304,0.533333333333333,0,0.0444444444444444,0.222222222222222,0
12,3,0,1,4,0,95.6521739130435,100,86.9565217391304,1.08333333333333,0.583333333333333,0.125,0.166666666666667,0.0416666666666667
11,3,0,1,4,0,100,100,87.5,1.375,0.6875,0,0.25,0.0625
1,3,0,1,4,0,93.1034482758621,100,86.2068965517241,0.933333333333333,0.916666666666667,0.0166666666666667,0.3,0.0333333333333333
0,2,0,1,4,2,96,100,88,1.04651162790698,1.04651162790698,0.0232558139534884,0.162790697674419,0
1,2,0,1,4,3,88.8888888888889,100,88.8888888888889,0.785046728971963,0.775700934579439,0.0186915887850467,0.130841121495327,0.0560747663551402
27,3,0,1,0,0,81.9044873063313,91.0130610644602,82.8406469895976,0.46551724137931,0,0,0.155172413793103,0.0172413793103448
1,3,0,3,2,0,81.9044873063313,91.0130610644602,82.8406469895976,0.00796812749003984,0.00398406374501992,0,0.0159362549800797,0.00398406374501992
17,2,0,1,2,0,81.9044873063313,91.0130610644602,82.8406469895976,0.62962962962963,0,0.037037037037037,0.148148148148148,0.0740740740740741
22,2,0,1,2,0,81.9044873063313,91.0130610644602,82.8406469895976,0.6875,0,0.09375,0.125,0.0625
39,3,0,1,3,1,81.9044873063313,91.0130610644602,82.8406469895976,0.629032258064516,0,0.0645161290322581,0.17741935483871,0.0483870967741935
35,3,0,1,3,1,100,100,100,0.460526315789474,0,0.0263157894736842,0.144736842105263,0.0131578947368421
25,3,0,1,4,0,81.9044873063313,91.0130610644602,82.8406469895976,0.581395348837209,0,0.0465116279069767,0.186046511627907,0.0465116279069767
27,3,0,1,4,0,81.9044873063313,91.0130610644602,82.8406469895976,0.675,0,0.075,0.225,0
22,3,0,0,4,0,100,100,100,0.578947368421053,0,0.0789473684210526,0.184210526315789,0.0526315789473684
25,3,0,0,4,0,92.8571428571429,100,85.7142857142857,0.609756097560976,0,0.0731707317073171,0.170731707317073,0.0487804878048781
62,3,0,1,0,3,100,100,100,0.898550724637681,0,0.565217391304348,0.130434782608696,0.0289855072463768
39,3,0,1,2,0,81.9044873063313,91.0130610644602,82.8406469895976,0.769230769230769,0.0192307692307692,1.57692307692308,0.192307692307692,0.0384615384615385
21,3,0,1,2,0,50,100,100,0.538461538461538,0,0.102564102564103,0.153846153846154,0.0512820512820513
17,3,0,1,0,0,50,100,100,0.566666666666667,0,0.1,0.2,0.0333333333333333
10,3,0,0,2,1,50,100,100,0.454545454545455,0,0.0909090909090909,0.363636363636364,0.0909090909090909
24,3,0,1,2,0,100,100,100,0.585365853658537,0,0.682926829268293,0.195121951219512,0
21,3,0,0,2,0,100,100,100,1.05,0,1.85,0.45,0.15
41,3,0,0,3,0,100,100,100,0.554054054054054,0,1.04054054054054,0.216216216216216,0.0675675675675676
14,3,0,1,3,1,81.9044873063313,91.0130610644602,82.8406469895976,0.518518518518518,0,1.37037037037037,0.185185185185185,0.037037037037037
23,3,0,1,2,0,81.9044873063313,91.0130610644602,82.8406469895976,0.58974358974359,0,1.33333333333333,0.179487179487179,0.0256410256410256
19,3,0,1,2,0,100,100,100,0.575757575757576,0,0.0909090909090909,0.181818181818182,0.0606060606060606
28,3,0,0,2,0,100,100,100,0.571428571428571,0,0.0408163265306122,0.142857142857143,0
28,3,0,0,2,0,33.3333333333333,100,100,0.608695652173913,0,0.108695652173913,0.195652173913043,0.0217391304347826
28,3,0,1,0,1,50,100,100,0.5,0,0.0892857142857143,0.160714285714286,0.0178571428571429
11,3,0,1,0,0,50,100,100,0.5,0,0.363636363636364,0.318181818181818,0
237,3,1,2,4,1,70,70,60,0.9375,0.01171875,1.046875,0.1953125,0.02734375
31,3,0,1,4,0,81.9044873063313,91.0130610644602,82.8406469895976,0.418918918918919,0,1.08108108108108,0.148648648648649,0.027027027027027
43,3,0,0,4,2,100,100,100,0.623188405797101,0,1.47826086956522,0.27536231884058,0.101449275362319
22,3,0,0,4,0,100,100,100,0.666666666666667,0,1.51515151515152,0.212121212121212,0.0606060606060606
8,3,0,0,0,0,81.9044873063313,91.0130610644602,82.8406469895976,0.666666666666667,0,2.75,0.5,0.0833333333333333
34,3,0,0,4,1,100,100,100,0.641509433962264,0,1.47169811320755,0.245283018867925,0.0188679245283019
27,3,0,0,4,0,100,100,100,0.528301886792453,0.0188679245283019,0.735849056603774,0.169811320754717,0.0377358490566038
26,3,0,0,3,1,81.9044873063313,91.0130610644602,82.8406469895976,0.702702702702703,0,0.702702702702703,0.189189189189189,0.0540540540540541
22,3,0,1,3,1,81.9044873063313,91.0130610644602,82.8406469895976,0.647058823529412,0,0.882352941176471,0.264705882352941,0
19,3,0,0,3,0,81.9044873063313,91.0130610644602,82.8406469895976,0.452380952380952,0,0.523809523809524,0.166666666666667,0.0476190476190476
46,3,0,1,0,0,100,100,100,0.582278481012658,0,0.0379746835443038,0.151898734177215,0.0253164556962025
3,3,0,2,2,0,100,100,100,0.075,0,0,0.1,0.025
33,2,0,1,0,0,81.9044873063313,91.0130610644602,82.8406469895976,1.52173913043478,0.0869565217391304,1.56521739130435,0.217391304347826,0.0434782608695652
15,2,0,1,3,1,100,100,100,1,0.0625,2.125,0.3125,0
34,3,0,1,3,0,100,100,100,1.36,0,1.4,0.2,0.04
18,3,0,1,3,0,100,100,100,1.1875,0.0625,2.5625,0.3125,0
40,3,0,1,4,0,100,100,100,2.15789473684211,0.0526315789473684,1.94736842105263,0.263157894736842,0.0526315789473684
1,3,0,1,4,0,100,100,100,0.0555555555555556,0,1.61111111111111,0.277777777777778,0
19,3,0,1,4,1,81.9044873063313,91.0130610644602,82.8406469895976,0.826086956521739,0,1.39130434782609,0.217391304347826,0.0434782608695652
17,3,0,1,4,1,81.9044873063313,91.0130610644602,82.8406469895976,0.894736842105263,0,1.68421052631579,0.263157894736842,0
40,3,0,1,4,0,100,50,100,1.78260869565217,0.0434782608695652,1.39130434782609,0.217391304347826,0.0434782608695652
12,3,0,1,4,1,100,50,100,0.857142857142857,0,2.28571428571429,0.357142857142857,0.0714285714285714
13,3,0,1,4,0,100,66.6666666666667,100,0.722222222222222,0,1.61111111111111,0.277777777777778,0
42,3,0,1,4,1,100,66.6666666666667,100,2.8,0,1.93333333333333,0.333333333333333,0.0666666666666667
1,2,0,1,4,0,100,66.6666666666667,100,0.05,0,1.4,0.25,0
14,3,0,1,3,0,100,100,100,0.833333333333333,0.0555555555555556,1.72222222222222,0.277777777777778,0.0555555555555556
9,3,0,1,3,0,100,100,100,0.6,0,1.73333333333333,0.333333333333333,0
37,3,0,0,4,0,100,100,100,2.3125,0,1.75,0.3125,0.0625
12,3,0,1,4,0,100,100,100,0.666666666666667,0,1.72222222222222,0.277777777777778,0.0555555555555556
41,3,0,1,4,0,60,60,60,2.625,0.0625,2.0625,0.3125,0
46,3,0,1,4,0,60,60,60,2.42105263157895,0,2.05263157894737,0.263157894736842,0.0526315789473684
5,2,0,2,3,1,100,100,75,0.978260869565217,0.869565217391304,0.956521739130435,0.282608695652174,0.0217391304347826
2,2,1,3,2,2,100,100,100,1.05263157894737,1,1.21052631578947,0.342105263157895,0.105263157894737
0,3,0,3,4,1,100,100,100,0.572164948453608,0.572164948453608,0.804123711340206,0.27319587628866,0.0515463917525773
1,3,0,1,3,0,100,100,66.6666666666667,0.717948717948718,0.692307692307692,1.61538461538462,0.205128205128205,0.0512820512820513
0,2,0,1,4,2,100,80,80,0.829268292682927,0.829268292682927,1.48780487804878,0.268292682926829,0.0731707317073171
0,2,0,1,4,0,100,80,80,0.704545454545455,0.704545454545455,1.5,0.204545454545455,0.0227272727272727
0,2,0,1,3,1,100,83.3333333333333,83.3333333333333,0.85,0.85,1.8,0.225,0
0,2,0,2,3,0,100,66.6666666666667,100,0.653061224489796,0.653061224489796,1.3469387755102,0.163265306122449,0.0204081632653061
0,3,0,2,3,1,100,66.6666666666667,100,0.727272727272727,0.727272727272727,1.36363636363636,0.181818181818182,0.0454545454545455
0,2,0,2,4,0,100,50,100,1.3695652173913,1.3695652173913,1.34782608695652,0.173913043478261,0.0217391304347826
0,2,0,2,4,0,100,100,100,0.897435897435897,0.897435897435897,1.66666666666667,0.230769230769231,0.0256410256410256
0,3,0,2,0,0,81.9044873063313,91.0130610644602,82.8406469895976,0.825,0.825,1.65,0.2,0.025
0,3,0,2,0,0,81.9044873063313,91.0130610644602,82.8406469895976,0.837837837837838,0.837837837837838,1.62162162162162,0.216216216216216,0.0540540540540541
0,2,0,2,0,1,81.9044873063313,91.0130610644602,82.8406469895976,0.634615384615385,0.634615384615385,1.19230769230769,0.153846153846154,0.0192307692307692
2,2,0,2,0,0,81.9044873063313,91.0130610644602,82.8406469895976,0.72,0.68,1.4,0.18,0
0,2,1,2,0,1,81.9044873063313,91.0130610644602,82.8406469895976,0.75,0.75,1.47916666666667,0.1875,0.0416666666666667
1,2,0,3,0,0,100,100,100,0.807692307692308,0.788461538461538,1.05769230769231,0.288461538461538,0.0576923076923077
0,3,0,1,4,0,100,100,100,0.821428571428571,0.821428571428571,1.03571428571429,0.321428571428571,0.0714285714285714
0,3,0,1,4,0,81.9044873063313,91.0130610644602,82.8406469895976,1.1,1.1,1.3,0.275,0.1
2,3,0,1,0,0,81.9044873063313,91.0130610644602,82.8406469895976,0.794871794871795,0.743589743589744,1.30769230769231,0.307692307692308,0.0769230769230769
0,3,0,1,0,1,81.9044873063313,91.0130610644602,82.8406469895976,0.758620689655172,0.758620689655172,1.72413793103448,0.344827586206897,0.0689655172413793
0,3,0,2,3,0,81.9044873063313,91.0130610644602,82.8406469895976,0.753246753246753,0.753246753246753,0.831168831168831,0.194805194805195,0.0779220779220779
0,3,0,1,0,0,100,100,100,0.766666666666667,0.766666666666667,1.76666666666667,0.366666666666667,0.0666666666666667
0,3,0,0,0,0,100,100,100,0.931034482758621,0.931034482758621,1.96551724137931,0.379310344827586,0.0689655172413793
0,3,0,0,4,0,100,100,100,0.814814814814815,0.814814814814815,1.96296296296296,0.37037037037037,0.0740740740740741
0,3,0,0,4,0,100,100,50,0.702702702702703,0.702702702702703,1.02702702702703,0.216216216216216,0.0540540540540541
4,3,0,1,4,1,50,100,50,0.840909090909091,0.75,1.15909090909091,0.227272727272727,0.0909090909090909
0,3,0,1,3,0,50,66.6666666666667,50,0.707317073170732,0.707317073170732,1.36585365853659,0.195121951219512,0.0487804878048781
0,3,0,1,3,1,66.6666666666667,66.6666666666667,100,0.736842105263158,0.736842105263158,1.65789473684211,0.236842105263158,0
0,3,0,2,3,1,100,100,100,0.9,0.9,1.76666666666667,0.266666666666667,0.0333333333333333
0,3,0,2,3,0,100,100,100,0.90625,0.90625,1.65625,0.21875,0.0625
0,3,0,2,3,1,100,100,80,0.958333333333333,0.958333333333333,2.41666666666667,0.291666666666667,0.0416666666666667
1,3,0,1,3,1,100,100,80,0.8,0.775,1.45,0.225,0
9,3,0,2,4,0,100,66.6666666666667,100,0.90625,0.625,1.6875,0.4375,0.09375
12,3,0,2,4,0,100,50,100,0.8125,0.4375,1.09375,0.28125,0.125
10,3,0,2,4,0,100,50,100,0.848484848484849,0.545454545454545,1.12121212121212,0.272727272727273,0.0909090909090909
10,2,0,1,4,1,81.9044873063313,91.0130610644602,82.8406469895976,0.794117647058823,0.5,1.26470588235294,0.382352941176471,0.117647058823529
1,2,1,2,0,0,81.9044873063313,91.0130610644602,82.8406469895976,0.86046511627907,0.837209302325581,1.6046511627907,0.255813953488372,0.0930232558139535
9,2,1,2,0,0,81.9044873063313,91.0130610644602,82.8406469895976,0.886363636363636,0.681818181818182,1.75,0.181818181818182,0.0681818181818182
6,2,1,2,3,0,81.9044873063313,91.0130610644602,82.8406469895976,0.470588235294118,0.382352941176471,0.838235294117647,0.176470588235294,0.0147058823529412
1,3,1,3,3,1,75,100,100,0.25,0.233333333333333,0.266666666666667,0.133333333333333,0.0833333333333333
31,3,0,2,4,0,81.9044873063313,91.0130610644602,82.8406469895976,0.326315789473684,0,0.442105263157895,0.2,0.0421052631578947
19,3,0,2,4,1,100,100,100,0.116564417177914,0,0.45398773006135,0.220858895705521,0.0552147239263804
11,3,0,2,0,3,100,100,100,0.244897959183673,0.0204081632653061,0.551020408163265,0.224489795918367,0.0612244897959184
10,3,0,2,3,0,100,100,100,0.319444444444444,0.180555555555556,1,0.277777777777778,0.0972222222222222
0,3,0,1,3,0,100,100,100,0.8125,0.8125,1.4375,0.25,0.0625
0,3,0,1,3,1,100,100,100,1.33333333333333,1.33333333333333,7.66666666666667,2.66666666666667,0.666666666666667
1,3,0,1,4,0,100,100,100,1.16666666666667,1,2,0.833333333333333,0
2,3,0,1,4,2,50,66.6666666666667,50,0.633333333333333,0.6,0.866666666666667,0.233333333333333,0.05
6,3,0,1,4,2,66.6666666666667,66.6666666666667,66.6666666666667,0.657894736842105,0.5,1.31578947368421,0.236842105263158,0.105263157894737
65,3,1,3,4,12,89.0052356020942,92.6701570680628,91.0994764397906,0.240963855421687,0.169769989047097,0.335158817086528,0.327491785323111,0.100766703176342
0,2,0,3,4,0,80,93.3333333333333,93.3333333333333,0.620689655172414,0.620689655172414,0.689655172413793,0.275862068965517,0.0574712643678161
2,3,0,3,4,2,90.1960784313726,88.2352941176471,92.156862745098,0.126436781609195,0.103448275862069,0.413793103448276,0.896551724137931,0.0804597701149425
1,2,0,2,4,0,85.7142857142857,71.4285714285714,85.7142857142857,0.551724137931034,0.517241379310345,0.0689655172413793,0.379310344827586,0.0344827586206897
0,2,0,1,4,1,83.3333333333333,66.6666666666667,83.3333333333333,0.696969696969697,0.696969696969697,0,0.272727272727273,0
1,2,0,2,4,0,90.2439024390244,90.2439024390244,90.2439024390244,0.630434782608696,0.608695652173913,0.0217391304347826,0.260869565217391,0.108695652173913
0,2,0,2,3,1,83.3333333333333,100,91.6666666666667,0.54,0.54,0.04,0.18,0.04
1,3,0,2,4,0,87.5,75,100,0.5,0,0,8.5,1
2,3,0,1,0,1,96.1538461538462,100,88.4615384615385,0.666666666666667,0.622222222222222,1.04444444444444,0.177777777777778,0.0666666666666667
1,3,0,1,0,0,94.7368421052632,100,89.4736842105263,0.75,0.722222222222222,1.66666666666667,0.25,0.0833333333333333
2,2,0,2,0,0,81.9044873063313,91.0130610644602,82.8406469895976,1,0.909090909090909,2.04545454545455,0.409090909090909,0.0909090909090909
1,2,0,3,0,3,81.9044873063313,91.0130610644602,82.8406469895976,0.603448275862069,0.586206896551724,1.44827586206897,0.344827586206897,0.0689655172413793
0,2,0,3,0,0,81.9044873063313,91.0130610644602,82.8406469895976,0.674418604651163,0.674418604651163,1.46511627906977,0.209302325581395,0.0465116279069767
2,3,0,2,0,1,81.9044873063313,91.0130610644602,82.8406469895976,1.09677419354839,1.03225806451613,2.45161290322581,0.290322580645161,0.0645161290322581
0,3,0,2,0,0,81.9044873063313,91.0130610644602,82.8406469895976,0.947368421052632,0.947368421052632,1.89473684210526,0.236842105263158,0.0526315789473684
0,2,0,2,0,1,81.9044873063313,91.0130610644602,82.8406469895976,0.75,0.75,1.45,0.3,0.05
47,3,0,2,0,0,92.8571428571429,85.7142857142857,92.8571428571429,3.61764705882353,2.23529411764706,1.14705882352941,0.147058823529412,0.0588235294117647
1,3,0,1,0,1,93.75,100,93.75,0.695652173913043,0.652173913043478,1.82608695652174,0.434782608695652,0.0869565217391304
1,3,0,1,0,0,94.4444444444444,100,94.4444444444444,0.76,0.72,2.16,0.48,0.04
2,3,0,3,0,1,95.4545454545455,100,90.9090909090909,0.720930232558139,0.674418604651163,1.30232558139535,0.395348837209302,0.116279069767442
6,3,0,2,4,13,83.3333333333333,90,83.3333333333333,0.815384615384615,0.723076923076923,1.10769230769231,0.661538461538462,0.261538461538462
0,2,0,1,4,0,75,91.6666666666667,79.1666666666667,1.09090909090909,1.09090909090909,2.54545454545455,0.545454545454545,0
0,2,0,1,4,0,65.2173913043478,91.304347826087,73.9130434782609,1.07142857142857,1.07142857142857,2.78571428571429,0.357142857142857,0
0,2,0,2,4,1,63.1578947368421,100,68.4210526315789,1.15,1.15,2.1,0.3,0.05
0,2,0,1,4,0,76.4705882352941,94.1176470588235,82.3529411764706,0.347826086956522,0.347826086956522,2.1304347826087,0.347826086956522,0.0869565217391304
1,2,0,1,4,0,82.3529411764706,94.1176470588235,88.2352941176471,1.1,1.05,1.3,0.3,0.05
1,3,0,2,4,0,81.9044873063313,91.0130610644602,82.8406469895976,0.2,0.133333333333333,0.666666666666667,0.533333333333333,0.2
0,2,0,2,4,0,73.9130434782609,91.304347826087,78.2608695652174,0.951219512195122,0.951219512195122,1.60975609756098,0.292682926829268,0.0487804878048781
0,2,0,2,4,0,75,93.75,81.25,1,1,2.21875,0.28125,0.0625
0,3,0,2,4,1,50,100,100,1.0625,1.0625,2.40625,0.28125,0.0625
1,3,0,2,4,0,57.1428571428571,71.4285714285714,71.4285714285714,1.13793103448276,1.10344827586207,2.55172413793103,0.310344827586207,0.0689655172413793
1,3,0,1,4,0,50,75,62.5,1.48979591836735,1.46938775510204,1.61224489795918,0.224489795918367,0.0204081632653061
0,3,0,0,4,1,60,60,60,0.916666666666667,0.916666666666667,2.58333333333333,0.583333333333333,0.0833333333333333
0,3,0,0,4,0,50,66.6666666666667,50,0.909090909090909,0.909090909090909,2.31818181818182,0.454545454545455,0.0454545454545455
0,3,0,1,4,0,100,100,100,1.70833333333333,1.70833333333333,1.95833333333333,0.333333333333333,0.0416666666666667
0,3,0,1,4,2,100,100,100,0.875,0.875,1.4,0.225,0.025
2,3,0,1,3,1,100,100,100,0.9,0.833333333333333,1.63333333333333,0.3,0.0333333333333333
2,3,0,1,3,0,100,100,100,0.52,0.44,1.44,0.36,0.04
13,3,0,3,5,1,81.9044873063313,91.0130610644602,82.8406469895976,0.662337662337662,0.493506493506494,0.038961038961039,0.363636363636364,0.038961038961039
0,2,0,2,0,0,81.9044873063313,91.0130610644602,82.8406469895976,0.8,0.8,0.05,0.4,0
0,2,0,2,4,1,81.9044873063313,91.0130610644602,82.8406469895976,1.04761904761905,1.04761904761905,0.0476190476190476,0.380952380952381,0
0,3,0,2,4,0,81.9044873063313,91.0130610644602,82.8406469895976,0.8,0.8,0.266666666666667,0.333333333333333,0.0333333333333333
0,3,0,2,0,1,100,100,100,0.884615384615385,0.884615384615385,0.269230769230769,0.346153846153846,0.0769230769230769
11,3,0,2,0,0,81.9044873063313,91.0130610644602,82.8406469895976,1.13888888888889,0.833333333333333,0.0277777777777778,0.222222222222222,0.0277777777777778
14,3,1,3,5,4,96.2962962962963,96.2962962962963,96.2962962962963,0.443786982248521,0.36094674556213,0.0118343195266272,0.674556213017751,0.224852071005917
47,1,1,2,0,2,85.7142857142857,85.7142857142857,85.7142857142857,0.685714285714286,0.0142857142857143,0,0.342857142857143,0.0571428571428571
2,2,0,2,0,0,90.9090909090909,90.9090909090909,100,0.285714285714286,0,0,1.14285714285714,0.285714285714286
14,2,0,2,4,3,73.3333333333333,93.3333333333333,93.3333333333333,0.545454545454545,0.333333333333333,0.0151515151515152,0.303030303030303,0.212121212121212
0,3,0,2,4,0,100,100,100,0.947368421052632,0.947368421052632,0,0.473684210526316,0.0526315789473684
0,3,0,0,4,1,100,100,100,0.866666666666667,0.866666666666667,0.0666666666666667,0.533333333333333,0.0666666666666667
1,3,0,0,4,0,100,100,100,0.9,0.8,0.2,0.4,0.1
1,3,0,0,4,1,100,100,100,0.818181818181818,0.727272727272727,0.0909090909090909,0.272727272727273,0.181818181818182
2,3,0,0,4,1,100,100,100,0.642857142857143,0.595238095238095,0.0714285714285714,0.214285714285714,0.0238095238095238
1,3,0,0,0,0,100,100,100,1.07407407407407,1.03703703703704,0.0740740740740741,0.333333333333333,0.037037037037037
1,3,0,2,0,1,100,100,100,0.8,0.766666666666667,0.0666666666666667,0.3,0.0666666666666667
0,3,0,1,0,0,81.9044873063313,91.0130610644602,82.8406469895976,0.708333333333333,0.708333333333333,0.125,0.291666666666667,0.0833333333333333
0,3,0,2,0,0,81.9044873063313,91.0130610644602,82.8406469895976,0.708333333333333,0.708333333333333,0.0416666666666667,0.333333333333333,0
0,3,0,1,4,1,81.9044873063313,91.0130610644602,82.8406469895976,0.588235294117647,0.588235294117647,0.0588235294117647,0.176470588235294,0.0588235294117647
13,2,1,3,5,5,91.4893617021277,93.6170212765958,89.3617021276596,0.316666666666667,0.1,0.0333333333333333,0.566666666666667,0.183333333333333
53,3,1,3,4,6,85.1851851851852,90.7407407407407,94.4444444444444,0.462025316455696,0.126582278481013,0.0126582278481013,0.936708860759494,0.227848101265823
2,3,0,0,4,0,100,100,100,0.789473684210526,0.736842105263158,0.0789473684210526,0.210526315789474,0
2,3,0,0,4,0,100,100,100,0.966666666666667,0.9,0.0333333333333333,0.3,0
0,3,1,3,4,0,96.875,96.875,100,0.027027027027027,0.027027027027027,0,0.675675675675676,0.108108108108108
64,3,2,3,4,3,91.1111111111111,93.3333333333333,91.1111111111111,0.864864864864865,0,0.0405405405405405,0.445945945945946,0.0540540540540541
0,3,0,2,3,1,81.9044873063313,91.0130610644602,82.8406469895976,0.647058823529412,0.647058823529412,1,0.264705882352941,0.0588235294117647
0,3,0,1,3,0,100,100,66.6666666666667,0.119047619047619,0.119047619047619,1.14285714285714,0.19047619047619,0.0476190476190476
0,3,0,1,0,0,100,100,100,0.852941176470588,0.852941176470588,1.61764705882353,0.235294117647059,0.0588235294117647
