"ID_MGN","Movilidad_RVN","Telecomunicaciones_4Ginteriores","Telecomunicaciones_4Gexteriores","Telecomunicaciones_4Gvehiculos","Movilidad_congestionamiento","Residuos_noValorizables","cantidad_empresas","Movilidad_accidentes_Calle_buen_estado","Movilidad_accidentes_buenTiempo","Movilidad_accidentes_pavimento","Agua_conexiones_edific","saneamiento_conexiones_edific","Electricidad_medidoresint_edific","Electricidad_postes_edific","Electricidad_transformadores_edific","cluster"
46460,1,3,0,2,4,1,3,91.6666666666667,83.3333333333333,100,0.6953125,0,0.984375,0.2578125,0,1
46461,1,3,0,2,4,1,1,100,50,100,0.866666666666667,0,1.5,0.366666666666667,0,1
46462,1,3,0,2,4,1,0,100,50,100,0.594594594594595,0,1.10810810810811,0.324324324324324,0,1
46463,0,3,0,2,4,1,0,88.8888888888889,83.3333333333333,100,0.697674418604651,0,1.3953488372093,0.186046511627907,0,1
46464,1,3,0,2,4,1,2,91.6666666666667,75,100,0.463414634146341,0,0.621951219512195,0.146341463414634,0,1
46465,0,3,0,2,4,1,1,100,100,100,0.471428571428571,0.0142857142857143,1.24285714285714,0,0,1
46466,0,3,0,3,4,1,0,100,100,100,0.121359223300971,0,0.66504854368932,0.0436893203883495,0.00485436893203883,1
46467,0,3,0,0,4,1,0,95.2578097608821,91.2189208163899,98.3623185325594,0.44,0,0.84,0.04,0,1
46468,0,3,0,2,4,1,3,100,100,100,0.543478260869565,0,0.985507246376812,0,0,1
46469,0,3,0,0,4,1,0,100,100,100,0.6875,0,1.6875,0,0,1
46470,0,3,0,2,4,1,0,100,100,100,0.444444444444444,0,3.44444444444444,0,0,1
46471,0,3,0,0,4,1,3,100,100,100,0.569444444444444,0,0.902777777777778,0,0,1
46472,2,3,0,3,4,1,3,88,80,100,0.56547619047619,0,0.833333333333333,0.0773809523809524,0,1
46473,1,3,0,3,4,1,0,90.9090909090909,81.8181818181818,100,0.796610169491525,0,0.915254237288136,0.0847457627118644,0.0169491525423729,1
46474,1,3,0,3,4,1,1,85.7142857142857,71.4285714285714,100,1.92,0,1.56,0.36,0.16,1
46475,1,3,0,3,4,1,1,100,77.7777777777778,100,1.29545454545455,0,1.63636363636364,0.318181818181818,0.0454545454545455,1
46476,0,3,0,3,3,1,2,100,85.7142857142857,100,1.25,0,1.18333333333333,0.266666666666667,0.05,1
46477,0,3,0,1,4,1,0,100,100,100,0.727272727272727,0,1.13636363636364,0.318181818181818,0.0454545454545455,1
46478,0,3,0,3,0,1,0,100,100,100,0.647058823529412,0,1,0.529411764705882,0.0294117647058824,1
