"Movilidad_RVN","Telecomunicaciones_4Ginteriores","Telecomunicaciones_4Gexteriores","Telecomunicaciones_4Gvehiculos","Movilidad_congestionamiento","Residuos_noValorizables","cantidad_empresas","Movilidad_accidentes_Calle_buen_estado","Movilidad_accidentes_buenTiempo","Movilidad_accidentes_pavimento","Agua_conexiones_edific","saneamiento_conexiones_edific","Electricidad_medidoresint_edific","Electricidad_postes_edific","Electricidad_transformadores_edific"
0,3,0,2,0,1,0,100,100,100,0.689655172413793,0,1.75862068965517,0.310344827586207,0.0689655172413793
0,3,0,2,4,1,1,95.2578097608821,91.2189208163899,98.3623185325594,0.44,0,1.44,0.28,0.04
0,3,0,2,3,1,1,50,100,100,0.756756756756757,0.756756756756757,1.51351351351351,0.135135135135135,0.027027027027027
0,3,0,2,4,1,1,66.6666666666667,83.3333333333333,100,0.476470588235294,0.476470588235294,1.08235294117647,0.147058823529412,0.0294117647058824
0,1,0,2,3,1,0,100,100,100,0.740740740740741,0.740740740740741,1.44444444444444,0.185185185185185,0.037037037037037
0,3,0,2,4,1,0,100,100,100,0.916666666666667,0.916666666666667,1.75,0.25,0.0416666666666667
0,3,0,2,4,1,0,80,80,100,1.04081632653061,1.04081632653061,1.85714285714286,0.204081632653061,0.0612244897959184
0,3,0,2,4,1,1,85.7142857142857,85.7142857142857,100,0.655172413793103,0.655172413793103,1.31034482758621,0.206896551724138,0.0689655172413793
0,3,0,1,4,1,1,100,100,95.6521739130435,0.365079365079365,0.0317460317460317,0.904761904761905,0.246031746031746,0.0714285714285714
0,3,0,0,4,1,1,100,100,92.3076923076923,0.666666666666667,0.0555555555555556,1.72222222222222,0.611111111111111,0.222222222222222
0,3,0,0,4,1,0,100,100,90.9090909090909,0.71875,0,1.8125,0.1875,0.03125
0,3,0,1,4,1,0,95.2578097608821,91.2189208163899,98.3623185325594,0.545454545454545,0,1.95454545454545,0.318181818181818,0.0909090909090909
0,3,0,1,4,1,1,100,100,88.8888888888889,0.75609756097561,0.024390243902439,1.58536585365854,0.24390243902439,0.0975609756097561
0,3,0,2,4,1,0,100,100,100,0.613207547169811,0.00943396226415094,0.773584905660377,0.283018867924528,0.0660377358490566
0,3,0,3,4,1,0,100,100,100,0.64,0,1.24,0.84,0.16
1,3,0,3,4,1,2,100,96.1538461538462,100,0.444444444444444,0,2.55555555555556,1.22222222222222,0.555555555555556
1,3,0,1,4,1,1,100,100,100,0.942857142857143,0,1.54285714285714,0.228571428571429,0.171428571428571
0,2,0,1,0,1,0,100,100,100,1,0,3,0.416666666666667,0.0833333333333333
0,3,0,1,4,1,0,100,100,100,1,0,13,5,0
0,3,0,1,4,1,0,100,100,100,0.85,0,1.6,0.55,0.1
0,3,0,2,4,1,0,80,100,100,1.04901960784314,1.02941176470588,1.42156862745098,0.196078431372549,0.0392156862745098
0,3,0,2,4,1,0,100,100,100,0.531645569620253,0.531645569620253,0.835443037974684,0.10126582278481,0.0253164556962025
0,1,0,2,3,1,1,100,100,100,0.683333333333333,0.683333333333333,1.46666666666667,0.133333333333333,0.0333333333333333
0,1,0,2,3,1,1,100,100,100,0.728813559322034,0.728813559322034,1.33898305084746,0.152542372881356,0.0338983050847458
0,1,0,2,4,1,1,100,100,100,0.75,0.75,1.72222222222222,0.305555555555556,0.0833333333333333
0,3,0,2,4,1,4,77.7777777777778,77.7777777777778,100,1.1044776119403,1.09701492537313,1.23134328358209,0.201492537313433,0.0597014925373134
0,3,0,2,4,1,0,100,100,100,0.723404255319149,0.723404255319149,1.31914893617021,0.25531914893617,0.0638297872340425
0,3,0,0,4,1,1,100,100,100,0.697674418604651,0,1.16279069767442,0.27906976744186,0
0,3,0,0,4,1,0,100,100,100,0.575757575757576,0,1.36363636363636,0.242424242424242,0
0,3,0,3,4,1,5,100,80,100,0.374647887323944,0.180281690140845,0.836619718309859,0.194366197183099,0.028169014084507
0,3,0,3,4,1,4,91.6666666666667,91.6666666666667,100,0.53,0,1.03,0.236666666666667,0
0,3,0,2,4,1,1,100,100,100,0.25,0,4.5,2.5,0
0,3,0,3,4,1,0,100,100,100,0.727272727272727,0.714285714285714,1.11688311688312,0.181818181818182,0.038961038961039
0,3,0,2,4,1,0,100,100,100,1.41935483870968,1.41935483870968,1.48387096774194,0.290322580645161,0.0645161290322581
0,3,0,2,0,1,0,95.2578097608821,91.2189208163899,98.3623185325594,0.67741935483871,0.67741935483871,1.25806451612903,0.225806451612903,0.0645161290322581
0,3,0,2,4,1,0,95.2578097608821,91.2189208163899,98.3623185325594,0.65625,0.625,1.375,0.21875,0.0625
0,3,0,2,4,1,0,95.2578097608821,91.2189208163899,98.3623185325594,0.547619047619048,0.547619047619048,1.35714285714286,0.166666666666667,0.0476190476190476
0,1,0,2,4,1,1,95.2578097608821,91.2189208163899,98.3623185325594,0.666666666666667,0.666666666666667,1.33333333333333,0.151515151515152,0.0606060606060606
0,3,0,3,4,1,2,100,100,100,0.722222222222222,0,1.10493827160494,0.209876543209877,0.0123456790123457
0,3,0,0,4,1,0,100,100,100,1.23076923076923,0,2.53846153846154,0.769230769230769,0.0769230769230769
1,3,0,1,4,1,1,100,91.6666666666667,100,0.686567164179104,0,1.37313432835821,0.298507462686567,0.0746268656716418
0,3,0,2,4,1,1,100,85.7142857142857,100,0.75,0,1.64285714285714,0.357142857142857,0.0357142857142857
0,3,0,2,4,1,0,100,100,100,0.65,0,2.25,0.2,0
0,3,0,3,4,1,0,100,100,100,0.588235294117647,0,1.30882352941176,0.235294117647059,0
0,3,0,3,3,1,0,95.2578097608821,91.2189208163899,98.3623185325594,0.619047619047619,0,1.0952380952381,0.30952380952381,0
0,3,0,2,4,1,0,100,100,100,0.68,0,1.17,0.23,0
0,3,0,2,4,1,0,100,100,100,0.746268656716418,0,1.25373134328358,0.313432835820896,0
0,3,0,2,4,1,0,100,100,66.6666666666667,1.02222222222222,0,1.28888888888889,0.311111111111111,0
0,3,0,2,4,1,2,100,100,75,0.72972972972973,0,1.86486486486486,0.27027027027027,0
0,3,0,2,4,1,0,100,83.3333333333333,83.3333333333333,0.641025641025641,0,1.33333333333333,0.102564102564103,0
0,3,0,3,4,1,0,100,87.5,100,0.603448275862069,0,1.31034482758621,0.241379310344828,0
0,2,0,3,4,1,0,83.3333333333333,100,100,0.625,0,1.20833333333333,0.458333333333333,0
0,3,0,2,4,1,0,100,100,100,0.529411764705882,0,1.05882352941176,0.205882352941176,0
0,3,0,2,4,1,0,100,100,100,0.5,0,1.72727272727273,0.363636363636364,0
0,3,0,2,0,1,0,100,100,100,1.1875,0,2.0625,0.4375,0
0,3,1,3,4,1,5,100,85.7142857142857,100,0.250681198910082,0,0.544959128065395,0.138964577656676,0.00817438692098093
0,3,0,2,4,1,2,85.7142857142857,85.7142857142857,100,0.716216216216216,0.716216216216216,1.18918918918919,0.202702702702703,0.0540540540540541
0,3,0,2,4,1,0,85.7142857142857,85.7142857142857,100,0.761904761904762,0.761904761904762,1.3968253968254,0.19047619047619,0.0952380952380952
0,3,0,2,4,1,1,100,100,100,0.613333333333333,0.613333333333333,1.32,0.16,0.0533333333333333
0,1,0,2,4,1,1,100,100,100,1.25352112676056,1.25352112676056,1.43661971830986,0.169014084507042,0.028169014084507
0,1,0,2,4,1,0,100,100,100,0.735294117647059,0.720588235294118,1.32352941176471,0.264705882352941,0.0294117647058824
0,1,0,2,4,1,0,100,100,100,0.709677419354839,0.709677419354839,1.74193548387097,0.258064516129032,0
0,3,0,2,4,1,1,95.2578097608821,91.2189208163899,98.3623185325594,0.793103448275862,0.793103448275862,1.68965517241379,0.241379310344828,0
0,1,0,2,4,1,0,95.2578097608821,91.2189208163899,98.3623185325594,0.647058823529412,0.588235294117647,1.58823529411765,0.205882352941176,0.0294117647058824
0,3,0,2,4,1,0,95.2578097608821,91.2189208163899,98.3623185325594,0.461538461538462,0,2.30769230769231,0.307692307692308,0
0,3,0,2,4,1,1,95.2578097608821,91.2189208163899,98.3623185325594,0.695652173913043,0,1.56521739130435,0.304347826086957,0
0,3,0,3,4,1,1,95.2578097608821,91.2189208163899,98.3623185325594,0.574468085106383,0,1.29787234042553,0.234042553191489,0
0,3,0,1,4,1,0,95.2578097608821,91.2189208163899,98.3623185325594,0.462686567164179,0,0.970149253731343,0.17910447761194,0
0,3,0,3,4,1,2,71.4285714285714,92.8571428571429,85.7142857142857,0.555555555555556,0,1.22222222222222,0.222222222222222,0
0,3,0,3,4,1,1,95.2578097608821,91.2189208163899,98.3623185325594,0.672727272727273,0,0.818181818181818,0.163636363636364,0
0,3,0,3,3,1,1,100,100,100,1.825,0,1.6,0.2,0
0,3,0,3,4,1,0,100,100,100,0.447368421052632,0,1.42105263157895,0.0526315789473684,0
0,3,0,2,4,1,0,100,100,100,0.818181818181818,0,4.36363636363636,0.181818181818182,0
0,3,0,2,4,1,0,100,100,100,0.782608695652174,0,1.43478260869565,0.173913043478261,0
0,3,0,2,4,1,0,100,88.8888888888889,88.8888888888889,0.303030303030303,0,1.66666666666667,0.393939393939394,0
0,3,0,2,4,1,0,100,75,75,0.884615384615385,0,0.730769230769231,0.230769230769231,0
0,3,0,2,4,1,0,100,80,80,0.638297872340426,0,1.46808510638298,0.212765957446809,0
0,3,0,1,3,1,1,86.6666666666667,80,100,0.914285714285714,0,0.857142857142857,0.114285714285714,0
2,3,0,3,4,1,4,91.304347826087,86.9565217391304,100,1.1264367816092,0,1.17241379310345,0.275862068965517,0
1,3,0,3,4,1,1,83.3333333333333,100,83.3333333333333,0.0217391304347826,0,1.78260869565217,0.282608695652174,0
0,3,0,3,4,1,1,63.6363636363636,90.9090909090909,81.8181818181818,0.5,0,1.77777777777778,0.236111111111111,0
1,3,0,3,4,1,3,77.2727272727273,81.8181818181818,95.4545454545455,0.202797202797203,0,0.608391608391608,0.122377622377622,0
0,2,0,3,4,1,0,95.2578097608821,91.2189208163899,98.3623185325594,0.425287356321839,0,0.71264367816092,0.149425287356322,0
0,2,0,3,4,1,0,95.2578097608821,91.2189208163899,98.3623185325594,0.455555555555556,0,0.766666666666667,0.177777777777778,0
0,2,0,3,4,1,0,95.2578097608821,91.2189208163899,98.3623185325594,0.466666666666667,0,1.66666666666667,0.366666666666667,0
0,2,0,3,4,1,0,95.2578097608821,91.2189208163899,98.3623185325594,0.13953488372093,0,0.779069767441861,0.197674418604651,0
0,2,0,3,4,1,0,95.2578097608821,91.2189208163899,98.3623185325594,0.432432432432432,0,0.864864864864865,0.135135135135135,0
0,3,0,3,4,1,2,85.7142857142857,100,100,0.519480519480519,0,1.49350649350649,0.311688311688312,0
0,3,0,1,4,1,1,100,87.5,100,0.5,0,1.75,0.1875,0
0,3,0,2,4,1,1,100,88.8888888888889,100,0.939393939393939,0,0.515151515151515,0.121212121212121,0
0,3,0,2,4,1,2,100,100,50,0.796610169491525,0,1.61016949152542,0.186440677966102,0
0,3,0,2,4,1,0,100,100,100,1.5625,0,2.8125,0.375,0
0,3,0,2,4,1,1,95.2578097608821,91.2189208163899,98.3623185325594,0.782608695652174,0,2.21739130434783,0.304347826086957,0
0,3,0,2,4,1,0,50,100,100,0.767441860465116,0,1.51162790697674,0.209302325581395,0
0,3,0,2,4,1,0,66.6666666666667,100,100,0.529411764705882,0,1.19117647058824,0.191176470588235,0
0,3,0,2,4,1,1,80,100,100,1.05405405405405,0,2.27027027027027,0.405405405405405,0
0,3,0,2,4,1,0,100,100,100,0.705882352941177,0,1.32352941176471,0.147058823529412,0
0,3,0,2,4,1,0,88.8888888888889,88.8888888888889,100,0.6,0,1.46,0.26,0
1,3,0,0,4,1,0,100,88.8888888888889,100,0.75609756097561,0,1.78048780487805,0.292682926829268,0
1,3,0,3,4,1,2,100,91.6666666666667,100,0.964285714285714,0,2.28571428571429,0.321428571428571,0
1,3,0,3,4,1,1,100,85.7142857142857,100,1.45454545454545,0,1.45454545454545,0.818181818181818,0
1,3,0,2,4,1,3,91.6666666666667,83.3333333333333,100,0.6953125,0,0.984375,0.2578125,0
1,3,0,2,4,1,1,100,50,100,0.866666666666667,0,1.5,0.366666666666667,0
1,3,0,2,4,1,0,100,50,100,0.594594594594595,0,1.10810810810811,0.324324324324324,0
0,3,0,2,4,1,0,88.8888888888889,83.3333333333333,100,0.697674418604651,0,1.3953488372093,0.186046511627907,0
1,3,0,2,4,1,2,91.6666666666667,75,100,0.463414634146341,0,0.621951219512195,0.146341463414634,0
0,3,0,2,4,1,1,100,100,100,0.471428571428571,0.0142857142857143,1.24285714285714,0,0
0,3,0,3,4,1,0,100,100,100,0.121359223300971,0,0.66504854368932,0.0436893203883495,0.00485436893203883
0,3,0,0,4,1,0,95.2578097608821,91.2189208163899,98.3623185325594,0.44,0,0.84,0.04,0
0,3,0,2,4,1,3,100,100,100,0.543478260869565,0,0.985507246376812,0,0
0,3,0,0,4,1,0,100,100,100,0.6875,0,1.6875,0,0
0,3,0,2,4,1,0,100,100,100,0.444444444444444,0,3.44444444444444,0,0
0,3,0,0,4,1,3,100,100,100,0.569444444444444,0,0.902777777777778,0,0
2,3,0,3,4,1,3,88,80,100,0.56547619047619,0,0.833333333333333,0.0773809523809524,0
1,3,0,3,4,1,0,90.9090909090909,81.8181818181818,100,0.796610169491525,0,0.915254237288136,0.0847457627118644,0.0169491525423729
1,3,0,3,4,1,1,85.7142857142857,71.4285714285714,100,1.92,0,1.56,0.36,0.16
1,3,0,3,4,1,1,100,77.7777777777778,100,1.29545454545455,0,1.63636363636364,0.318181818181818,0.0454545454545455
0,3,0,3,3,1,2,100,85.7142857142857,100,1.25,0,1.18333333333333,0.266666666666667,0.05
0,3,0,1,4,1,0,100,100,100,0.727272727272727,0,1.13636363636364,0.318181818181818,0.0454545454545455
0,3,0,3,0,1,0,100,100,100,0.647058823529412,0,1,0.529411764705882,0.0294117647058824
0,3,0,2,4,1,0,80,100,100,0.0681818181818182,0,1.65909090909091,0.431818181818182,0.0454545454545455
0,3,0,3,4,1,0,100,100,100,0.427480916030534,0,0.541984732824427,0.0381679389312977,0.00763358778625954
1,3,1,3,4,1,6,80,80,100,0.485380116959064,0.167641325536062,0.732943469785575,0.128654970760234,0.00194931773879142
1,3,0,3,4,1,2,100,100,100,0.481012658227848,0,1.08227848101266,0.164556962025316,0
1,3,0,1,4,1,1,95.2578097608821,91.2189208163899,98.3623185325594,0.58695652173913,0.0326086956521739,1.1195652173913,0.206521739130435,0
0,3,0,3,4,1,2,100,85.7142857142857,100,0.590909090909091,0,0.909090909090909,0.227272727272727,0.0454545454545455
0,3,0,3,4,1,0,100,80,100,0.804347826086957,0,2.08695652173913,0.239130434782609,0.0434782608695652
0,3,0,3,4,1,2,100,81.8181818181818,100,1.08333333333333,0,1.66666666666667,0.216666666666667,0.0333333333333333
1,3,0,1,4,1,0,100,88.8888888888889,100,0.791666666666667,0,1.29166666666667,0.3125,0.0625
0,3,0,1,4,1,0,100,81.8181818181818,100,0.583333333333333,0,1.52083333333333,0.1875,0.0416666666666667
1,3,0,1,4,1,1,100,100,100,0.772727272727273,0,1.81818181818182,0.409090909090909,0.0909090909090909
1,3,0,3,4,1,2,96.4285714285714,96.4285714285714,100,0.717948717948718,0,1.30769230769231,0.230769230769231,0.0512820512820513
0,3,0,3,4,1,2,100,95.2380952380952,100,0.648648648648649,0,0.351351351351351,0.297297297297297,0.108108108108108
1,3,0,3,4,1,3,100,91.4285714285714,100,0.614457831325301,0,1.59036144578313,0.518072289156627,0.120481927710843
0,3,0,3,4,1,1,87.5,100,100,1.10714285714286,0,0.785714285714286,0.25,0.0595238095238095
0,3,0,3,4,1,0,75,100,100,0.869565217391304,0,1.41304347826087,0.347826086956522,0.0434782608695652
0,3,0,3,4,1,1,80,100,100,0.688888888888889,0,1.07777777777778,0.255555555555556,0.0555555555555556
0,3,0,1,4,1,2,100,100,100,0.394736842105263,0,0.763157894736842,0.171052631578947,0.0394736842105263
1,1,1,3,4,1,1,100,100,100,0.149532710280374,0.0514018691588785,0.565420560747664,0.116822429906542,0
0,1,0,1,4,1,0,95.2578097608821,91.2189208163899,98.3623185325594,0.805970149253731,0.805970149253731,1.41791044776119,0.134328358208955,0
0,1,0,1,4,1,1,95.2578097608821,91.2189208163899,98.3623185325594,2.37931034482759,2.27586206896552,1.86206896551724,0.310344827586207,0
1,1,0,1,4,1,0,100,100,100,0.727272727272727,0.575757575757576,1.18181818181818,0.303030303030303,0
2,3,1,3,4,1,2,83.3333333333333,86.1111111111111,95.8333333333333,0.4,0,0.578723404255319,0.408510638297872,0.0553191489361702
0,3,0,2,0,1,0,100,100,100,0.04,0.04,1.84,0.24,0.08
0,3,0,3,4,1,1,100,100,100,0.881578947368421,0.434210526315789,1.35526315789474,0.322368421052632,0.0723684210526316
0,3,0,0,4,1,1,100,100,91.6666666666667,0.82051282051282,0.794871794871795,1.23076923076923,0.333333333333333,0.0769230769230769
0,3,0,2,4,1,0,100,100,100,0.724137931034483,0.689655172413793,1.20689655172414,0.241379310344828,0.0344827586206897
0,3,0,2,4,1,0,100,100,100,2.33333333333333,2.33333333333333,1.55555555555556,0.888888888888889,0
0,3,0,2,4,1,0,100,100,100,0.657894736842105,0.552631578947368,0.921052631578947,0.236842105263158,0.0526315789473684
0,1,0,3,4,1,1,100,100,100,1,1,1.14285714285714,0.428571428571429,0.0714285714285714
