"Telecomunicaciones_4Ginteriores","Telecomunicaciones_4Gexteriores","Telecomunicaciones_4Gvehiculos","Movilidad_congestionamiento","Residuos_Valorizables","Residuos_noValorizables","cantidad_empresas","Movilidad_accidentes_Calle_buen_estado","Movilidad_accidentes_buenTiempo","Movilidad_accidentes_pavimento","Agua_conexiones_edific","saneamiento_conexiones_edific","Electricidad_medidoresint_edific","Electricidad_postes_edific","Electricidad_transformadores_edific"
3,0,2,4,0,1,0,50,100,50,0.6,0,1.33333333333333,1.33333333333333,0.0333333333333333
3,0,2,4,0,1,2,75,100,75,0.536585365853659,0,1.0609756097561,1.0609756097561,0.024390243902439
3,0,1,4,0,1,0,66.6666666666667,100,66.6666666666667,0.530612244897959,0,1.16326530612245,1.16326530612245,0.0204081632653061
3,0,0,4,0,1,1,90.4139306971725,94.1993862767545,90.9256440514256,0.540540540540541,0,1.40540540540541,1.40540540540541,0.027027027027027
3,0,0,4,0,1,0,100,100,100,0.716049382716049,0.0123456790123457,1.1358024691358,1.1358024691358,0.0493827160493827
3,0,1,4,0,1,1,87.5,100,100,0.928571428571429,0,2.33333333333333,2.33333333333333,0.142857142857143
3,0,2,4,0,1,1,100,100,100,0.8,0,1.52,1.52,0.04
3,0,2,4,0,1,1,100,100,100,0.904761904761905,0,0.952380952380952,0.952380952380952,0.0476190476190476
3,0,0,4,0,1,1,100,100,100,2.42857142857143,1.85714285714286,4.57142857142857,4.57142857142857,0.142857142857143
3,0,0,4,0,1,0,100,100,100,0.636363636363636,0.363636363636364,5.72727272727273,5.72727272727273,0.272727272727273
3,0,1,4,1,1,2,100,100,100,1.2258064516129,0.411290322580645,2.13709677419355,2.13709677419355,0.0564516129032258
3,0,2,4,0,1,3,100,90,100,0.105263157894737,0,2.10526315789474,2.10526315789474,0.131578947368421
3,0,1,4,0,1,1,100,100,100,0.756756756756757,0,1.32432432432432,1.32432432432432,0.108108108108108
3,0,1,4,0,1,3,75,100,100,0.508474576271186,0,0.661016949152542,0.661016949152542,0.0677966101694915
3,0,1,4,1,1,0,100,100,100,0.705882352941177,0,1.47058823529412,1.47058823529412,0
3,0,1,4,1,1,2,85.7142857142857,85.7142857142857,100,0.666666666666667,0.0238095238095238,1.52380952380952,1.52380952380952,0.0238095238095238
3,0,0,4,1,1,0,50,100,100,0.605263157894737,0.236842105263158,1.36842105263158,1.36842105263158,0.0263157894736842
3,0,1,4,1,1,0,90.4139306971725,94.1993862767545,90.9256440514256,0.9,0.866666666666667,2.05,2.05,0.05
3,0,0,4,1,1,2,100,100,100,0.792452830188679,0.641509433962264,1.54716981132075,1.54716981132075,0.0566037735849057
3,0,0,4,1,1,1,100,100,100,0.863636363636364,0.590909090909091,2.22727272727273,2.22727272727273,0.0909090909090909
3,0,0,4,1,1,1,100,100,100,0.9,0.766666666666667,1.56666666666667,1.56666666666667,0.0333333333333333
3,0,0,4,0,1,2,100,100,100,0.871794871794872,0.82051282051282,1.66666666666667,1.66666666666667,0.0512820512820513
3,0,2,5,0,1,0,100,100,100,0.933333333333333,0.766666666666667,1.56666666666667,1.56666666666667,0
3,0,2,4,0,1,0,88.8888888888889,100,100,0.5,0,10,10,1.25
3,0,1,3,0,1,0,75,100,100,0.627450980392157,0,1.2156862745098,1.2156862745098,0.0392156862745098
3,0,1,4,0,1,1,75,100,100,0.526315789473684,0.0175438596491228,1.19298245614035,1.19298245614035,0.0175438596491228
3,0,1,4,1,1,1,100,100,100,0.878048780487805,0,1.58536585365854,1.58536585365854,0.024390243902439
3,0,0,4,1,1,0,90.4139306971725,94.1993862767545,90.9256440514256,0.5,0,1.125,1.125,0.075
3,0,1,4,0,1,0,83.3333333333333,83.3333333333333,100,0.75,0,3.33333333333333,3.33333333333333,0.0833333333333333
3,0,1,4,1,1,0,85.7142857142857,85.7142857142857,100,0.513888888888889,0.0138888888888889,1.20833333333333,1.20833333333333,0.0138888888888889
2,0,1,4,0,1,1,100,100,100,0.826086956521739,0.804347826086957,1.80434782608696,1.80434782608696,0
2,0,1,3,0,1,0,100,100,100,1.3,1.2,2,2,0.05
3,0,1,4,0,1,1,90.4139306971725,94.1993862767545,90.9256440514256,0.82051282051282,0.794871794871795,1.84615384615385,1.84615384615385,0.0512820512820513
3,0,1,4,0,1,2,90.4139306971725,94.1993862767545,90.9256440514256,0.815789473684211,0.815789473684211,1.73684210526316,1.73684210526316,0.0526315789473684
3,0,1,4,0,1,1,100,100,100,0.704545454545455,0.681818181818182,1.38636363636364,1.38636363636364,0.0454545454545455
3,0,1,4,0,1,0,100,100,100,0.673913043478261,0.652173913043478,1.39130434782609,1.39130434782609,0.0652173913043478
3,0,0,4,1,1,2,100,100,100,0.909090909090909,0.772727272727273,1.59090909090909,1.59090909090909,0.0454545454545455
3,0,0,4,0,1,1,100,100,100,1.08823529411765,0.970588235294118,2.97058823529412,2.97058823529412,0.0294117647058824
3,0,0,4,0,1,0,100,100,100,0.861111111111111,0.861111111111111,2.02777777777778,2.02777777777778,0.0555555555555556
3,0,2,4,0,1,1,90,100,100,0.776699029126214,0,1.18446601941748,1.18446601941748,0.0485436893203883
3,0,2,3,0,1,0,90.4139306971725,94.1993862767545,90.9256440514256,0.56140350877193,0,1.50877192982456,1.50877192982456,0.0175438596491228
3,0,2,4,0,1,0,83.3333333333333,100,100,0.037037037037037,0,2.25925925925926,2.25925925925926,0.0740740740740741
3,0,1,4,0,1,0,100,100,100,0.897959183673469,0.897959183673469,1.6734693877551,1.6734693877551,0.0612244897959184
3,0,1,4,0,1,0,90.4139306971725,94.1993862767545,90.9256440514256,0.695652173913043,0.695652173913043,1.91304347826087,1.91304347826087,0.0869565217391304
3,0,1,4,0,1,0,100,100,100,0.76,0.76,1.64,1.64,0.08
3,0,1,4,0,1,0,100,100,100,0.588235294117647,0.470588235294118,1.76470588235294,1.76470588235294,0.117647058823529
3,0,2,5,0,1,2,100,100,100,0.703703703703704,0.444444444444444,2.07407407407407,2.07407407407407,0.0740740740740741
3,0,2,5,0,1,3,100,100,100,1.1304347826087,0.934782608695652,1.84782608695652,1.84782608695652,0.0434782608695652
3,0,2,5,0,1,4,100,80,100,0.817073170731707,0.573170731707317,1.45121951219512,1.45121951219512,0.0487804878048781
3,0,2,5,0,1,1,100,100,100,0.861538461538462,0.353846153846154,1.26153846153846,1.26153846153846,0.0307692307692308
3,0,1,5,0,1,1,90.4139306971725,94.1993862767545,90.9256440514256,0.7,0,1.6,1.6,0.02
3,0,1,5,1,1,0,90.4139306971725,94.1993862767545,90.9256440514256,2,0,3.75,3.75,0.166666666666667
3,0,1,5,1,1,0,90.4139306971725,94.1993862767545,90.9256440514256,0.64,0,1.68,1.68,0
3,0,2,0,1,1,0,90.4139306971725,94.1993862767545,90.9256440514256,1.16666666666667,0,2.16666666666667,2.16666666666667,0
3,0,3,3,1,1,0,90.4139306971725,94.1993862767545,90.9256440514256,0.730769230769231,0,1.65384615384615,1.65384615384615,0.0769230769230769
3,0,1,4,1,1,0,90.4139306971725,94.1993862767545,90.9256440514256,1,0,2.17857142857143,2.17857142857143,0.0357142857142857
3,0,1,4,1,1,1,90.4139306971725,94.1993862767545,90.9256440514256,0.877551020408163,0,1.85714285714286,1.85714285714286,0.0408163265306122
3,0,2,4,0,1,1,90.4139306971725,94.1993862767545,90.9256440514256,0.794871794871795,0,2.30769230769231,2.30769230769231,0.0769230769230769
3,0,1,5,0,1,0,90.4139306971725,94.1993862767545,90.9256440514256,1.125,0,2.4375,2.4375,0.0625
3,0,1,5,0,1,0,90.4139306971725,94.1993862767545,90.9256440514256,0.833333333333333,0,2.16666666666667,2.16666666666667,0.0416666666666667
3,0,1,5,0,1,0,90.4139306971725,94.1993862767545,90.9256440514256,1.09090909090909,0,2.36363636363636,2.36363636363636,0
3,0,1,5,1,1,1,90.4139306971725,94.1993862767545,90.9256440514256,0.692307692307692,0,1.23076923076923,1.23076923076923,0.0384615384615385
3,0,2,4,1,1,0,90.4139306971725,94.1993862767545,90.9256440514256,6.35714285714286,0,1.71428571428571,1.71428571428571,0
3,0,2,3,1,1,2,90.4139306971725,94.1993862767545,90.9256440514256,0.637362637362637,0,1.14285714285714,1.14285714285714,0.032967032967033
3,0,2,0,1,1,1,90.4139306971725,94.1993862767545,90.9256440514256,0.782608695652174,0,1.69565217391304,1.69565217391304,0.0869565217391304
3,0,3,3,1,1,1,90.4139306971725,94.1993862767545,90.9256440514256,1,0,1.82352941176471,1.82352941176471,0
2,0,3,3,1,1,1,90.4139306971725,94.1993862767545,90.9256440514256,0.833333333333333,0,1.75,1.75,0.0416666666666667
3,0,2,4,1,1,1,90.4139306971725,94.1993862767545,90.9256440514256,0.793103448275862,0,1.37931034482759,1.37931034482759,0.0344827586206897
3,0,1,4,1,1,0,90.4139306971725,94.1993862767545,90.9256440514256,0.740740740740741,0,1.88888888888889,1.88888888888889,0.037037037037037
3,0,1,5,1,1,1,90.4139306971725,94.1993862767545,90.9256440514256,0.975,0,2.25,2.25,0.05
3,0,1,5,1,1,1,90.4139306971725,94.1993862767545,90.9256440514256,1.31428571428571,0,2.62857142857143,2.62857142857143,0.0857142857142857
3,0,1,5,0,1,0,90.4139306971725,94.1993862767545,90.9256440514256,1.22222222222222,0,2.74074074074074,2.74074074074074,0.111111111111111
3,0,2,4,0,1,0,90.4139306971725,94.1993862767545,90.9256440514256,0.78125,0,1.875,1.875,0.09375
3,0,1,4,0,1,1,90.4139306971725,94.1993862767545,90.9256440514256,0.551724137931034,0,1.31034482758621,1.31034482758621,0.0344827586206897
3,0,1,4,0,1,1,90.4139306971725,94.1993862767545,90.9256440514256,0.703703703703704,0,1.92592592592593,1.92592592592593,0.0740740740740741
3,0,2,4,0,1,2,90.4139306971725,94.1993862767545,90.9256440514256,0.238095238095238,0,1.17460317460317,1.17460317460317,0.0317460317460317
3,2,3,4,1,1,0,90.4139306971725,94.1993862767545,90.9256440514256,0.41304347826087,0,1.08695652173913,1.08695652173913,0.0869565217391304
2,0,2,0,0,1,0,90.4139306971725,94.1993862767545,90.9256440514256,1.1,0,1.55,1.55,0.05
3,0,2,5,0,1,0,90.4139306971725,94.1993862767545,90.9256440514256,0.571428571428571,0,2.35714285714286,2.35714285714286,0.0357142857142857
3,0,0,4,1,1,0,90.4139306971725,94.1993862767545,90.9256440514256,1.06666666666667,0,1.96666666666667,1.96666666666667,0.0333333333333333
3,0,1,5,1,1,2,90.4139306971725,94.1993862767545,90.9256440514256,0.804878048780488,0,1.78048780487805,1.78048780487805,0.146341463414634
3,0,1,5,1,1,1,100,100,100,0.877551020408163,0,1.63265306122449,1.63265306122449,0.0408163265306122
3,0,1,5,1,1,1,100,50,100,1.54761904761905,0,2.38095238095238,2.38095238095238,0.0714285714285714
3,0,1,5,1,1,3,100,100,100,0.828571428571429,0,1.68571428571429,1.68571428571429,0.0571428571428571
3,0,1,4,0,1,1,90.4139306971725,94.1993862767545,90.9256440514256,0.875,0,3.75,3.75,0.5
3,0,2,4,1,1,1,50,100,50,0.658730158730159,0,1.15079365079365,1.15079365079365,0.0793650793650794
