"Telecomunicaciones_4Ginteriores","Telecomunicaciones_4Gexteriores","Telecomunicaciones_4Gvehiculos","Movilidad_congestionamiento","Residuos_Valorizables","Residuos_noValorizables","cantidad_empresas","Movilidad_accidentes_Calle_buen_estado","Movilidad_accidentes_buenTiempo","Movilidad_accidentes_pavimento","Agua_conexiones_edific","saneamiento_conexiones_edific","Electricidad_medidoresint_edific","Electricidad_postes_edific","Electricidad_transformadores_edific"
3,0,2,4,0,1,0,90.4139306971725,94.1993862767545,90.9256440514256,0.757575757575758,0,1.78787878787879,1.78787878787879,0.0454545454545455
3,0,0,4,1,1,1,100,100,85.7142857142857,1.2,0,2.06666666666667,2.06666666666667,0.133333333333333
3,0,1,4,1,1,0,100,80,100,0.818181818181818,0,1.27272727272727,1.27272727272727,0.0606060606060606
3,0,1,4,1,1,1,100,100,80,0.972222222222222,0,2.38888888888889,2.38888888888889,0.111111111111111
3,0,1,4,1,1,2,100,100,80,1.07142857142857,0,2.45238095238095,2.45238095238095,0.0714285714285714
3,0,0,4,1,1,2,100,100,85.7142857142857,0.849056603773585,0,1.54716981132075,1.54716981132075,0.0188679245283019
3,0,1,5,1,1,1,100,94.7368421052632,89.4736842105263,0.825,0.15,1.875,1.875,0.125
3,0,1,5,1,1,1,100,93.75,87.5,0.714285714285714,0.0714285714285714,2.85714285714286,2.85714285714286,0.642857142857143
3,0,1,4,1,1,2,100,87.5,100,0.823529411764706,0,2.64705882352941,2.64705882352941,0.235294117647059
3,0,2,4,1,1,0,100,92.8571428571429,100,0.164179104477612,0.0597014925373134,1.23880597014925,1.23880597014925,0.0597014925373134
3,0,2,4,1,1,1,100,100,100,0.4375,0,2.75,2.75,0.25
3,0,2,4,1,1,0,100,100,100,0.896551724137931,0,1.48275862068966,1.48275862068966,0
3,0,1,4,1,1,0,90.4139306971725,94.1993862767545,90.9256440514256,0.2,0,2.53333333333333,2.53333333333333,0.2
3,0,1,4,1,1,1,100,100,100,1.02857142857143,0,2.17142857142857,2.17142857142857,0.0571428571428571
3,0,1,4,1,1,2,100,100,100,1.275,0,2.175,2.175,0.025
2,0,1,4,1,1,1,100,100,100,1.44444444444444,0,2.55555555555556,2.55555555555556,0.111111111111111
3,0,1,4,1,1,1,100,100,100,0.975,0,1.875,1.875,0.075
3,0,1,5,1,1,1,100,90.9090909090909,100,0.702702702702703,0,1.86486486486486,1.86486486486486,0.0810810810810811
3,0,1,5,1,1,0,100,91.6666666666667,100,0.69811320754717,0.245283018867925,1.32075471698113,1.32075471698113,0.0188679245283019
3,0,1,5,1,1,2,100,92.3076923076923,100,0.666666666666667,0.666666666666667,1.77777777777778,1.77777777777778,0.0833333333333333
3,0,2,5,0,1,0,100,91.6666666666667,100,0.98,0.84,1.6,1.6,0.06
3,0,2,5,0,1,0,100,80,100,0.731707317073171,0.658536585365854,1.70731707317073,1.70731707317073,0.0731707317073171
2,0,1,4,0,1,1,100,100,100,0.692307692307692,0.230769230769231,1.34615384615385,1.34615384615385,0.115384615384615
3,0,0,4,1,1,1,100,100,100,0.944444444444444,0,3,3,0.111111111111111
3,0,0,4,1,1,2,100,75,100,0.795454545454545,0.0227272727272727,1.31818181818182,1.31818181818182,0
3,0,2,4,1,1,1,90.4139306971725,94.1993862767545,90.9256440514256,0.476190476190476,0,1.23809523809524,1.23809523809524,0.0238095238095238
3,0,1,4,1,1,1,100,100,100,1.21428571428571,0,1.83333333333333,1.83333333333333,0.0238095238095238
3,0,1,4,1,1,1,100,100,100,1,0,1.75,1.75,0.0277777777777778
3,0,1,4,1,1,0,100,100,100,0.0714285714285714,0,2.28571428571429,2.28571428571429,0.0714285714285714
2,0,2,0,1,1,0,90.4139306971725,94.1993862767545,90.9256440514256,1.8,0,3.4,3.4,0.1
2,0,2,0,1,1,0,100,100,100,0.625,0,2.625,2.625,0.5
3,0,3,4,1,1,3,85.7142857142857,100,100,1.23636363636364,0,2.09090909090909,2.09090909090909,0.145454545454545
3,0,1,4,1,1,2,100,80,100,0.673076923076923,0,1.17307692307692,1.17307692307692,0.0769230769230769
3,0,1,5,1,1,0,100,88.8888888888889,100,0.666666666666667,0.444444444444444,1.94444444444444,1.94444444444444,0.0555555555555556
3,0,2,5,1,1,0,100,91.6666666666667,100,0.884615384615385,0.576923076923077,2.38461538461538,2.38461538461538,0.0769230769230769
3,0,3,5,1,1,3,94.1176470588235,100,100,0.798850574712644,0.0114942528735632,1.04022988505747,1.04022988505747,0.0459770114942529
3,0,2,5,1,1,0,100,100,100,0.98,0.44,1.66,1.66,0.08
3,0,2,4,1,1,2,100,90.9090909090909,100,0.560975609756098,0.560975609756098,1.41463414634146,1.41463414634146,0.024390243902439
3,0,1,5,1,1,1,100,92.8571428571429,100,0.463414634146341,0.463414634146341,1.21951219512195,1.21951219512195,0.0975609756097561
3,0,2,5,0,1,1,100,100,100,0.641025641025641,0.58974358974359,1.79487179487179,1.79487179487179,0.102564102564103
3,0,1,5,0,1,3,100,80,100,0.884615384615385,0.846153846153846,2.38461538461538,2.38461538461538,0.0769230769230769
3,0,1,4,1,1,4,100,92.3076923076923,100,0.914529914529915,0.367521367521368,1.06837606837607,1.06837606837607,0.0683760683760684
3,0,0,4,1,1,0,100,50,100,0.5,0,16.5,16.5,0.5
3,0,0,4,1,1,2,100,100,100,1.52,1.4,3.68,3.68,0.28
3,0,0,4,1,1,1,88.8888888888889,100,77.7777777777778,0.951219512195122,0.804878048780488,2.24390243902439,2.24390243902439,0.0487804878048781
3,0,0,4,1,1,2,100,100,100,1.65217391304348,1.60869565217391,4.30434782608696,4.30434782608696,0.347826086956522
3,0,1,4,1,1,1,100,100,100,1.34782608695652,1.21739130434783,3.47826086956522,3.47826086956522,0.478260869565217
3,0,1,4,1,1,0,100,87.5,100,1.1,1,2.15,2.15,0.15
3,0,1,4,1,1,0,100,85.7142857142857,100,0.85,0.8,2.35,2.35,0.1
3,0,0,4,1,1,0,100,90.9090909090909,100,2,2,10,10,2
3,0,0,4,1,1,0,100,100,94.4444444444444,1.05,1.05,4.2,4.2,0.4
3,0,0,4,1,1,2,92.3076923076923,100,84.6153846153846,1.27777777777778,1.13888888888889,2.91666666666667,2.91666666666667,0.194444444444444
3,0,1,4,0,1,0,88.8888888888889,100,77.7777777777778,1.10714285714286,1.07142857142857,2.89285714285714,2.89285714285714,0.178571428571429
3,0,0,4,0,1,0,83.3333333333333,100,66.6666666666667,0.733333333333333,0.711111111111111,1.57777777777778,1.57777777777778,0.0666666666666667
3,0,1,5,0,1,2,100,100,100,0.688888888888889,0.555555555555556,1.33333333333333,1.33333333333333,0.0888888888888889
3,0,2,4,1,1,0,100,100,100,0.852941176470588,0.852941176470588,2,2,0.0882352941176471
3,0,2,4,1,1,1,100,100,100,0.84375,0.84375,2.0625,2.0625,0.0625
3,0,1,5,1,1,0,100,100,100,0.804878048780488,0.658536585365854,1.75609756097561,1.75609756097561,0.0975609756097561
3,0,0,5,1,1,0,100,100,100,0.75,0.409090909090909,1.15909090909091,1.15909090909091,0.0454545454545455
3,0,2,4,1,1,0,100,100,100,0.653846153846154,0.653846153846154,1.5,1.5,0.0384615384615385
3,0,1,4,1,1,1,100,100,100,0.774193548387097,0.645161290322581,1.80645161290323,1.80645161290323,0.0967741935483871
3,0,1,4,1,1,1,100,83.3333333333333,100,0.4,0.371428571428571,1.37142857142857,1.37142857142857,0.0285714285714286
3,0,1,4,1,1,1,95.8333333333333,100,91.6666666666667,1.375,1.375,3.20833333333333,3.20833333333333,0.333333333333333
3,0,1,4,1,1,0,95.8333333333333,100,95.8333333333333,0.96,0.88,2.48,2.48,0.08
3,0,1,4,0,1,2,87.5,100,75,0.840909090909091,0.840909090909091,1.97727272727273,1.97727272727273,0.0454545454545455
3,0,1,4,0,1,1,85.7142857142857,100,71.4285714285714,0.588235294117647,0.549019607843137,1.23529411764706,1.23529411764706,0.0588235294117647
3,0,0,5,0,1,0,100,75,100,0.714285714285714,0.619047619047619,1.30952380952381,1.30952380952381,0.0476190476190476
3,0,2,5,1,1,0,100,100,100,0.869565217391304,0.608695652173913,1.91304347826087,1.91304347826087,0.0869565217391304
3,0,1,4,0,1,0,100,100,100,0.75,0.25,1.66666666666667,1.66666666666667,0.111111111111111
3,0,1,4,0,1,1,83.3333333333333,100,100,0.5,0.461538461538462,1.5,1.5,0.115384615384615
3,0,2,4,1,1,0,100,100,100,0.739130434782609,0.739130434782609,2.06521739130435,2.06521739130435,0.0217391304347826
3,0,2,4,0,1,2,100,80,100,0.619047619047619,0.488095238095238,1.0952380952381,1.0952380952381,0.0238095238095238
3,0,2,4,0,1,1,100,100,100,0.454545454545455,0.363636363636364,0.977272727272727,0.977272727272727,0.0681818181818182
3,0,1,4,0,1,3,100,100,100,0.927272727272727,0.363636363636364,1.43636363636364,1.43636363636364,0.0363636363636364
3,0,1,4,0,1,0,66.6666666666667,100,100,0.586206896551724,0.482758620689655,1.82758620689655,1.82758620689655,0.0689655172413793
3,0,2,4,1,1,1,100,95.6521739130435,100,0.936170212765957,0.74468085106383,1.51063829787234,1.51063829787234,0.0425531914893617
3,0,2,4,1,1,2,100,92.8571428571429,100,1.61904761904762,0.642857142857143,1.04761904761905,1.04761904761905,0.142857142857143
2,0,1,4,1,1,0,100,91.6666666666667,100,0.4,0.4,3.6,3.6,0.4
3,0,2,4,1,1,2,100,100,100,1.34375,1.34375,2.875,2.875,0.25
3,0,2,4,1,1,2,100,100,100,0.771428571428571,0.571428571428571,1.57142857142857,1.57142857142857,0.114285714285714
2,0,2,4,1,1,1,75,100,100,0.545454545454545,0.424242424242424,1.39393939393939,1.39393939393939,0.0606060606060606
3,0,1,4,1,1,1,90.4139306971725,94.1993862767545,90.9256440514256,0.642857142857143,0.571428571428571,1.35714285714286,1.35714285714286,0.0714285714285714
3,0,1,4,1,1,1,100,100,100,0.9,0,1.9,1.9,0.1
3,0,1,4,1,1,0,100,88.2352941176471,100,0.789473684210526,0.105263157894737,2.21052631578947,2.21052631578947,0.210526315789474
3,0,0,4,1,1,1,100,88.4615384615385,100,1.03571428571429,0.857142857142857,1.85714285714286,1.85714285714286,0.321428571428571
3,0,1,4,1,1,1,100,96.2962962962963,100,0.9375,0.875,1.625,1.625,0.3125
3,0,1,4,1,1,1,100,93.5483870967742,100,0.0909090909090909,0.0909090909090909,1.81818181818182,1.81818181818182,0.181818181818182
3,0,1,4,1,1,1,100,93.1034482758621,100,1.25925925925926,1.25925925925926,2.7037037037037,2.7037037037037,0.259259259259259
3,0,1,4,1,1,1,100,96.2962962962963,100,1.27777777777778,1.27777777777778,1.11111111111111,1.11111111111111,0.444444444444444
3,0,0,4,1,1,1,100,91.304347826087,100,0.758620689655172,0.758620689655172,1.58620689655172,1.58620689655172,0.172413793103448
3,0,2,4,1,1,1,88.8888888888889,100,100,0.868421052631579,0.736842105263158,2.23684210526316,2.23684210526316,0.105263157894737
3,0,1,4,1,1,1,83.3333333333333,100,100,0.682926829268293,0.585365853658537,2.07317073170732,2.07317073170732,0.0487804878048781
3,0,1,4,1,1,1,83.3333333333333,100,100,0.729166666666667,0.6875,1.72916666666667,1.72916666666667,0.0416666666666667
3,0,2,4,1,1,1,75,100,100,0.764705882352941,0.558823529411765,1.85294117647059,1.85294117647059,0.0294117647058824
3,0,2,4,1,1,1,100,83.3333333333333,100,0.888888888888889,0.333333333333333,3.66666666666667,3.66666666666667,0.111111111111111
3,0,0,4,1,1,1,100,80,100,0.894736842105263,0.210526315789474,1.63157894736842,1.63157894736842,0.0526315789473684
3,0,0,4,1,1,1,100,83.3333333333333,100,1.71428571428571,1.14285714285714,2.28571428571429,2.28571428571429,1.14285714285714
3,0,0,4,1,1,1,100,87.0967741935484,100,1.27586206896552,1.10344827586207,2.20689655172414,2.20689655172414,0.172413793103448
3,0,0,4,1,1,2,100,91.6666666666667,100,0.714285714285714,0.6,1.08571428571429,1.08571428571429,0
3,0,0,4,1,1,1,100,93.1034482758621,100,0.3125,0.3125,1,1,0.1875
3,0,0,4,1,1,0,100,96.4285714285714,100,0.666666666666667,0.5,4.16666666666667,4.16666666666667,0.5
3,0,0,4,1,1,3,100,96,100,1.94736842105263,1.94736842105263,1.68421052631579,1.68421052631579,0.421052631578947
3,0,1,4,1,1,0,100,88.8888888888889,100,1.5,1.5,14.5,14.5,2.5
3,0,1,4,1,1,2,100,86.6666666666667,100,0.838709677419355,0.838709677419355,2.09677419354839,2.09677419354839,0.0967741935483871
3,0,1,4,1,1,2,85.7142857142857,85.7142857142857,100,0.6875,0.6875,2.0625,2.0625,0.03125
3,0,1,4,0,1,0,85.7142857142857,100,100,0.6,0.514285714285714,1.37142857142857,1.37142857142857,0.0857142857142857
2,0,1,4,0,1,1,80,100,100,0.8125,0.6875,1.35416666666667,1.35416666666667,0.0625
3,0,1,4,0,1,2,100,100,100,0.71875,0.1875,1.96875,1.96875,0.09375
3,0,1,4,1,1,1,100,100,100,0.622222222222222,0.533333333333333,1.4,1.4,0.0888888888888889
3,0,1,4,1,1,0,100,100,100,0.636363636363636,0.545454545454545,1.5,1.5,0.0227272727272727
3,0,1,4,1,1,0,90.4139306971725,94.1993862767545,90.9256440514256,0.717948717948718,0.333333333333333,1.1025641025641,1.1025641025641,0.0512820512820513
3,0,1,4,1,1,2,100,80,100,1,0.1,1.4,1.4,0.3
3,0,1,4,1,1,1,100,88.2352941176471,100,0.333333333333333,0.166666666666667,0.333333333333333,0.333333333333333,0.166666666666667
3,0,1,4,1,1,2,100,93.75,100,0.391304347826087,0.217391304347826,0.608695652173913,0.608695652173913,0.304347826086957
3,0,0,4,1,1,2,100,89.1891891891892,100,0.636363636363636,0.590909090909091,1.86363636363636,1.86363636363636,0.227272727272727
3,0,1,4,1,1,2,100,87.5,100,0.642857142857143,0.5,0.785714285714286,0.785714285714286,0.357142857142857
3,0,0,4,1,1,0,100,100,100,1,0.571428571428571,1.92857142857143,1.92857142857143,0.142857142857143
3,0,2,4,0,1,0,100,100,100,1.0625,0.1875,1.875,1.875,0
3,0,1,4,1,1,2,100,100,100,0.657894736842105,0.394736842105263,1.42105263157895,1.42105263157895,0.0526315789473684
3,0,2,4,1,1,2,90.4139306971725,94.1993862767545,90.9256440514256,0.84375,0.40625,1.28125,1.28125,0.09375
3,0,2,4,1,1,1,100,95,100,0.875,0.5,2.25,2.25,0
2,0,2,4,1,1,2,100,100,100,0.740740740740741,0.555555555555556,2.11111111111111,2.11111111111111,0.037037037037037
1,0,2,4,1,1,2,100,100,100,0.916666666666667,0.708333333333333,1.625,1.625,0.0416666666666667
3,0,2,4,1,1,1,100,100,100,0.660714285714286,0.589285714285714,1.25,1.25,0.0714285714285714
3,0,2,4,1,1,0,100,100,100,0.333333333333333,0.333333333333333,10.6666666666667,10.6666666666667,2.66666666666667
3,0,2,4,1,1,2,100,100,100,1.8,0.3,1.7,1.7,0.5
3,0,0,4,1,1,0,100,100,100,0.625,0.0416666666666667,1.5,1.5,0.0416666666666667
3,0,0,4,1,1,1,100,90,100,0.384615384615385,0.153846153846154,4.15384615384615,4.15384615384615,0.153846153846154
3,0,2,4,1,1,0,100,95.2380952380952,100,1.17647058823529,1.05882352941176,2.82352941176471,2.82352941176471,0.0588235294117647
3,0,2,4,1,1,3,97.2972972972973,94.5945945945946,100,0.227272727272727,0.143939393939394,1.06060606060606,1.06060606060606,0.181818181818182
2,0,2,4,1,1,2,100,100,100,0.756756756756757,0.72972972972973,1.59459459459459,1.59459459459459,0.162162162162162
2,0,2,4,1,1,0,100,100,100,0.714285714285714,0.673469387755102,1.44897959183673,1.44897959183673,0.0816326530612245
3,0,1,4,1,1,4,100,100,100,1.10810810810811,0.945945945945946,1.54054054054054,1.54054054054054,0.0810810810810811
3,0,1,4,1,1,0,100,100,100,0.133333333333333,0.0666666666666667,1.46666666666667,1.46666666666667,0.133333333333333
3,0,2,4,1,1,0,100,92.8571428571429,100,0.8,0.6,2.6,2.6,0.4
3,0,1,4,1,1,2,100,100,100,2.25,1.125,8.125,8.125,0.25
3,0,0,4,1,1,1,100,100,100,1.875,0.875,7.125,7.125,0.25
3,0,1,4,1,1,1,100,100,100,0.444444444444444,0,1.66666666666667,1.66666666666667,0.111111111111111
3,0,0,4,1,1,1,100,85.7142857142857,100,0.705882352941177,0.382352941176471,1.02941176470588,1.02941176470588,0.0882352941176471
3,0,0,4,1,1,1,100,100,100,0.296296296296296,0.111111111111111,1.55555555555556,1.55555555555556,0.111111111111111
2,0,1,4,1,1,1,100,100,100,0.935483870967742,0.870967741935484,2.48387096774194,2.48387096774194,0.032258064516129
3,0,1,4,1,1,2,100,100,100,0.895833333333333,0.854166666666667,2.25,2.25,0.0833333333333333
3,0,1,4,1,1,0,100,100,100,0.926829268292683,0.829268292682927,1.80487804878049,1.80487804878049,0.0975609756097561
3,0,0,4,1,1,1,100,94.7368421052632,100,1.42105263157895,1.31578947368421,3.15789473684211,3.15789473684211,0.315789473684211
3,0,0,4,1,1,2,100,66.6666666666667,100,0.454545454545455,0.363636363636364,0.909090909090909,0.909090909090909,0.363636363636364
3,0,0,4,1,1,1,100,80,100,0.357142857142857,0.0714285714285714,0.428571428571429,0.428571428571429,0.357142857142857
3,0,1,4,1,1,1,100,100,100,0.909090909090909,0.727272727272727,1.54545454545455,1.54545454545455,0.363636363636364
3,0,0,4,1,1,2,95.4545454545455,95.4545454545455,100,0.5,0,6,6,0.25
3,0,2,4,1,1,7,95.2380952380952,92.8571428571429,100,0.842391304347826,0.114130434782609,0.945652173913043,0.945652173913043,0.0760869565217391
2,0,1,4,1,1,1,100,94.4444444444444,100,0.6875,0.583333333333333,1.35416666666667,1.35416666666667,0.0208333333333333
3,0,1,4,1,1,1,100,100,100,1.06451612903226,1.06451612903226,3.32258064516129,3.32258064516129,0.0645161290322581
3,0,0,4,1,1,1,100,100,100,0.577777777777778,0.555555555555556,1.64444444444444,1.64444444444444,0.0888888888888889
3,0,0,4,1,1,1,100,95.8333333333333,100,1.08695652173913,1.08695652173913,2.8695652173913,2.8695652173913,0.652173913043478
3,0,1,4,0,1,2,100,100,100,0.433962264150943,0,1.0188679245283,1.0188679245283,0.0377358490566038
3,0,0,4,0,1,0,100,100,100,0.813953488372093,0,1.76744186046512,1.76744186046512,0.0465116279069767
3,0,0,4,0,1,2,50,100,50,0.851851851851852,0,1.96296296296296,1.96296296296296,0.0740740740740741
3,0,1,3,0,1,1,50,100,50,0.660714285714286,0,1.41071428571429,1.41071428571429,0.0357142857142857
3,0,2,4,0,1,3,75,100,75,0.640625,0,1.0625,1.0625,0.0234375
3,0,2,0,0,1,0,100,100,100,0.695652173913043,0,1.26086956521739,1.26086956521739,0.0434782608695652
3,0,2,4,0,1,1,100,100,100,0.59375,0,1.46875,1.46875,0.03125
3,0,3,4,0,1,3,100,100,100,0.711864406779661,0,0.966101694915254,0.966101694915254,0.0508474576271186
3,0,1,4,0,1,3,100,100,100,0.736842105263158,0,1.36842105263158,1.36842105263158,0.0526315789473684
3,0,1,4,0,1,0,100,100,100,0.625,0,1.325,1.325,0.05
3,0,1,4,0,1,1,100,100,100,0.714285714285714,0,1.68571428571429,1.68571428571429,0.0571428571428571
3,0,1,4,0,1,1,100,100,100,0.674418604651163,0,1.30232558139535,1.30232558139535,0.0465116279069767
3,0,1,4,0,1,0,100,100,100,0.509090909090909,0,1.09090909090909,1.09090909090909,0.0363636363636364
3,0,2,3,0,1,1,100,100,100,0.944444444444444,0,1.27777777777778,1.27777777777778,0.0555555555555556
3,0,2,4,0,1,3,100,100,100,0.699115044247788,0,1.20353982300885,1.20353982300885,0.0265486725663717
3,0,0,4,0,1,0,100,100,100,0.75,0,1.54166666666667,1.54166666666667,0.0416666666666667
3,0,1,4,0,1,2,50,100,50,0.741935483870968,0,1.54838709677419,1.54838709677419,0.032258064516129
3,0,1,4,0,1,1,50,100,50,0.782608695652174,0,2.1304347826087,2.1304347826087,0.0869565217391304
3,0,1,4,0,1,2,100,100,100,0.666666666666667,0,1.23333333333333,1.23333333333333,0.0333333333333333
3,0,2,4,0,1,0,100,100,100,0.78125,0,1.90625,1.90625,0.03125
3,0,2,4,0,1,0,100,90,100,3.75,0,10,10,0.25
3,0,1,4,0,1,0,100,80,100,0.520833333333333,0,1.10416666666667,1.10416666666667,0.0416666666666667
3,0,0,4,0,1,2,100,80,100,0.478260869565217,0,1.32608695652174,1.32608695652174,0.0217391304347826
3,0,2,4,0,1,0,100,66.6666666666667,100,0.590909090909091,0,1.38636363636364,1.38636363636364,0.0454545454545455
3,0,1,4,0,1,1,100,100,100,0.560975609756098,0,1.26829268292683,1.26829268292683,0.0487804878048781
3,1,2,4,0,1,1,100,100,100,0.436363636363636,0,0.836363636363636,0.836363636363636,0.0454545454545455
3,0,2,4,0,1,2,90.4139306971725,94.1993862767545,90.9256440514256,0.533333333333333,0,1.06666666666667,1.06666666666667,0.0333333333333333
3,0,2,3,0,1,0,90.4139306971725,94.1993862767545,90.9256440514256,0.546875,0,0.84375,0.84375,0.046875
3,0,2,4,0,1,1,100,100,100,0.918032786885246,0,1.5327868852459,1.5327868852459,0.0327868852459016
3,0,2,4,0,1,0,100,100,100,0.645833333333333,0,1.1875,1.1875,0.0208333333333333
3,0,2,4,0,1,1,100,100,100,0.641509433962264,0,1.20754716981132,1.20754716981132,0.0377358490566038
3,0,2,4,0,1,1,100,100,100,0.531914893617021,0,1.25531914893617,1.25531914893617,0.0212765957446809
3,0,2,4,0,1,1,100,100,100,0.572649572649573,0,1.05128205128205,1.05128205128205,0.0427350427350427
3,0,1,4,0,1,1,100,50,100,0.588235294117647,0,1.38235294117647,1.38235294117647,0
3,0,2,4,0,1,1,100,50,100,0.509803921568627,0,1.23529411764706,1.23529411764706,0.0196078431372549
2,0,2,4,0,1,1,100,66.6666666666667,100,0.644444444444444,0,1,1,0.0222222222222222
2,0,2,1,0,1,0,100,50,100,0.848484848484849,0,1.72727272727273,1.72727272727273,0.0303030303030303
3,0,0,4,0,1,0,100,100,100,0.533333333333333,0,1.2,1.2,0.0888888888888889
3,0,3,4,1,1,2,100,90,100,0.5,0,1.53571428571429,1.53571428571429,0.0714285714285714
3,0,0,4,0,1,1,100,100,100,0.58,0,1.22,1.22,0.06
3,0,0,4,0,1,1,100,100,100,1.16666666666667,0,4,4,0.333333333333333
3,0,2,4,0,1,3,100,100,100,0.567164179104478,0,0.985074626865672,0.985074626865672,0.0447761194029851
3,1,3,4,1,1,0,100,88.8888888888889,100,0.772727272727273,0,2.54545454545455,2.54545454545455,0.227272727272727
3,0,2,4,0,1,0,100,100,100,0.709677419354839,0,1.12903225806452,1.12903225806452,0.0645161290322581
3,0,1,4,0,1,0,100,100,100,0.548387096774194,0,1.04838709677419,1.04838709677419,0.0483870967741935
3,0,1,4,0,1,1,90.4139306971725,94.1993862767545,90.9256440514256,0.962264150943396,0,0.962264150943396,0.962264150943396,0.0566037735849057
3,0,1,4,0,1,2,85.7142857142857,85.7142857142857,100,0.545454545454545,0,0.613636363636364,0.613636363636364,0.0681818181818182
3,0,0,4,0,1,3,100,100,100,0.676470588235294,0,1.29411764705882,1.29411764705882,0.117647058823529
3,0,3,4,0,1,2,100,91.6666666666667,100,0.392857142857143,0,0.821428571428571,0.821428571428571,0.142857142857143
3,0,2,4,0,1,0,100,100,100,0.64,0,1.72,1.72,0.04
3,0,2,4,0,1,1,100,91.6666666666667,100,0.55,0,1,1,0
2,0,2,1,0,1,1,100,66.6666666666667,100,0.888888888888889,0,1.27777777777778,1.27777777777778,0.0277777777777778
3,0,2,4,0,1,1,100,75,100,0.944444444444444,0,1.22222222222222,1.22222222222222,0.0277777777777778
3,0,2,4,0,1,1,100,60,100,0.595238095238095,0,1.54761904761905,1.54761904761905,0.0238095238095238
3,0,1,4,0,1,1,100,66.6666666666667,100,0.520833333333333,0,1.41666666666667,1.41666666666667,0.0833333333333333
3,0,0,4,0,1,0,100,100,100,0.777777777777778,0,3.66666666666667,3.66666666666667,0.333333333333333
3,0,1,4,0,1,1,100,50,100,0.535714285714286,0,1.39285714285714,1.39285714285714,0.0357142857142857
3,0,1,4,0,1,2,100,100,100,0.0212765957446809,0,1.25531914893617,1.25531914893617,0.0425531914893617
3,0,3,4,1,1,6,97.4358974358974,92.3076923076923,100,0.883720930232558,0.0116279069767442,1.06976744186047,1.06976744186047,0.151162790697674
3,0,3,4,1,1,14,96.6666666666667,91.6666666666667,100,0.369127516778524,0,0.557046979865772,0.557046979865772,0.194630872483221
3,0,2,4,1,1,8,100,95.1219512195122,100,0.716216216216216,0.027027027027027,0.756756756756757,0.756756756756757,0.189189189189189
3,0,1,4,1,1,0,90.4139306971725,94.1993862767545,90.9256440514256,2.5,0,5.83333333333333,5.83333333333333,0.333333333333333
3,0,3,4,1,1,1,89.6551724137931,89.6551724137931,100,0.887640449438202,0,0.550561797752809,0.550561797752809,0.247191011235955
1,1,3,4,1,1,1,50,100,100,0.678571428571429,0.607142857142857,1.35714285714286,1.35714285714286,0.107142857142857
2,1,3,4,1,1,0,50,100,100,0.714285714285714,0.571428571428571,1.32142857142857,1.32142857142857,0.0714285714285714
1,1,3,4,1,1,0,90.4139306971725,94.1993862767545,90.9256440514256,0.6,0.6,1.73333333333333,1.73333333333333,0.0666666666666667
1,1,2,4,1,1,0,90.4139306971725,94.1993862767545,90.9256440514256,0.653846153846154,0.615384615384615,1.38461538461538,1.38461538461538,0.0384615384615385
1,1,2,4,1,1,0,90.4139306971725,94.1993862767545,90.9256440514256,0.625,0.625,1.875,1.875,0.125
1,1,2,0,1,1,0,90.4139306971725,94.1993862767545,90.9256440514256,1.28,1.28,0.96,0.96,0
1,1,2,0,1,1,0,90.4139306971725,94.1993862767545,90.9256440514256,1,1,1.78260869565217,1.78260869565217,0.0434782608695652
1,1,3,0,1,1,1,90.4139306971725,94.1993862767545,90.9256440514256,1.07692307692308,1.03846153846154,1.34615384615385,1.34615384615385,0.0769230769230769
1,1,3,4,1,1,2,50,100,100,0.316666666666667,0.216666666666667,0.9,0.9,0.05
3,1,3,4,1,1,3,88.4615384615385,92.3076923076923,100,0.182926829268293,0.0487804878048781,0.719512195121951,0.719512195121951,0.109756097560976
2,2,3,4,1,1,0,71.4285714285714,85.7142857142857,100,1.47368421052632,1.15789473684211,1.68421052631579,1.68421052631579,0.105263157894737
3,0,2,4,1,1,0,100,88.8888888888889,100,4.66666666666667,0,0.888888888888889,0.888888888888889,0.333333333333333
3,0,2,0,0,0,0,90.4139306971725,94.1993862767545,90.9256440514256,0.807692307692308,0,1.42307692307692,1.42307692307692,0.0769230769230769
2,0,2,0,0,0,0,90.4139306971725,94.1993862767545,90.9256440514256,0.944444444444444,0,2.22222222222222,2.22222222222222,0.166666666666667
3,0,2,4,1,0,0,90.4139306971725,94.1993862767545,90.9256440514256,0.392857142857143,0,1.05952380952381,1.05952380952381,0.0714285714285714
1,0,3,4,1,1,0,100,50,50,0.974358974358974,0,1.94871794871795,1.94871794871795,0.0256410256410256
1,0,3,4,1,1,1,100,50,50,1.17647058823529,0,2.29411764705882,2.29411764705882,0.117647058823529
3,0,3,4,1,1,0,100,100,100,0.125,0,2.875,2.875,0
3,0,3,4,1,1,0,50,100,100,1.33333333333333,0,2.5,2.5,0.0833333333333333
3,0,3,4,1,1,0,33.3333333333333,100,100,0.833333333333333,0,2.20833333333333,2.20833333333333,0.0833333333333333
3,0,3,4,1,1,2,25,75,75,0.791208791208791,0,1.30769230769231,1.30769230769231,0.032967032967033
3,2,3,4,1,1,8,96.969696969697,93.9393939393939,100,0.365853658536585,0,1.31707317073171,1.31707317073171,0.138211382113821
1,0,3,4,1,1,1,100,50,50,0.68,0,2.12,2.12,0.04
1,0,3,4,1,1,0,90.4139306971725,94.1993862767545,90.9256440514256,0.8,0,2.1,2.1,0
