"Telecomunicaciones_4Ginteriores","Telecomunicaciones_4Gexteriores","Telecomunicaciones_4Gvehiculos","Movilidad_congestionamiento","Residuos","cantidad_empresas","Movilidad_accidentes_Calle_buen_estado","Movilidad_accidentes_buenTiempo","Movilidad_accidentes_pavimento","conexiones_agua_edific","postes_edific","transformadores_edific"
2,0,2,4,1,0,100,58.6206896551724,100,1.2,4.53333333333333,0.466666666666667
2,0,2,3,1,1,100,78.9473684210526,100,0.481481481481481,1.37037037037037,0.703703703703704
2,0,2,3,1,0,100,50,100,0.84,1.4,0.84
2,0,3,3,1,0,94.9918173474551,83.4212430839292,95.9547579574305,0.9,7.1,1.4
3,0,3,4,1,1,95.1219512195122,90.2439024390244,95.1219512195122,0.659090909090909,2.59090909090909,0.25
3,0,1,5,1,5,90.6474820143885,81.294964028777,90.6474820143885,0.790322580645161,1.74193548387097,0.241935483870968
3,0,1,4,1,4,100,67.7871148459384,100,0.566176470588235,2.02205882352941,0.573529411764706
3,0,0,4,1,1,100,42.7860696517413,100,0.5625,2.96875,0.6875
3,0,1,4,1,0,100,75.6302521008403,100,1,2.33898305084746,0.610169491525424
3,0,1,4,1,4,100,83.1395348837209,100,1.07017543859649,2.94736842105263,0.385964912280702
2,0,1,4,1,1,100,77.4025974025974,100,1.66666666666667,4.88888888888889,2.88888888888889
2,0,1,4,1,0,100,79.8143851508121,100,1.23076923076923,2.53846153846154,1.53846153846154
3,0,1,4,1,2,100,73.9520958083832,100,1.14285714285714,4,1.57142857142857
3,0,0,4,1,0,100,100,100,1.10714285714286,3.14285714285714,1.17857142857143
3,0,1,4,1,2,100,78.4403669724771,100,0.988235294117647,2.22352941176471,0.670588235294118
3,0,2,4,1,0,100,72.9885057471264,100,0.672727272727273,1.67272727272727,0.418181818181818
3,0,2,4,1,1,100,100,100,0.551724137931034,2.86206896551724,0.482758620689655
3,0,2,4,1,2,100,100,100,0.657894736842105,2.59210526315789,0.381578947368421
3,0,1,4,1,0,100,100,100,0.830769230769231,3.32307692307692,0.538461538461538
3,0,2,4,1,4,100,100,100,0.701298701298701,2.62337662337662,0.571428571428571
3,0,2,4,1,1,94.9918173474551,83.4212430839292,95.9547579574305,0.903225806451613,4.32258064516129,0.903225806451613
3,0,2,5,1,2,100,100,100,0.891891891891892,3.32432432432432,0.486486486486487
3,0,1,5,1,4,100,100,100,0.67816091954023,2.05747126436782,0.436781609195402
3,0,1,5,1,2,92,84,92,0.518518518518518,3.40740740740741,0.592592592592593
3,0,2,5,1,2,100,100,100,1.2,3.65714285714286,0.6
3,0,2,4,1,9,93.8253012048193,92.1686746987952,100,0.132867132867133,1.41958041958042,0.433566433566434
3,0,1,4,1,5,91.7670682730924,89.5582329317269,100,0.727272727272727,3.40909090909091,0.863636363636364
3,0,0,4,1,0,94.9918173474551,83.4212430839292,95.9547579574305,0.96,2.44,0.76
3,0,1,5,1,3,100,76.8539325842697,100,0.654320987654321,1.97530864197531,0.518518518518518
3,0,1,5,1,7,97.40777666999,84.5463609172483,97.40777666999,0.677215189873418,1.38607594936709,0.392405063291139
2,0,1,4,1,2,100,69.8234349919743,100,2.26666666666667,4.66666666666667,1.46666666666667
3,0,1,4,1,1,83.4492350486787,72.3226703755216,100,1.21052631578947,2.36842105263158,1.57894736842105
3,0,1,4,1,1,91.3294797687861,100,100,2.16666666666667,3.33333333333333,2.83333333333333
3,0,1,4,1,1,100,100,100,0.96551724137931,2.79310344827586,1.79310344827586
3,0,0,4,1,1,92.3928077455048,92.3928077455048,92.3928077455048,0.725,1.9,0.9
3,0,1,4,1,2,100,85.6925418569254,100,1.27906976744186,2.37209302325581,1.02325581395349
3,0,3,4,1,2,100,89.7826086956522,100,0.795454545454545,1.97727272727273,0.818181818181818
3,0,2,4,1,0,100,100,100,0.553571428571429,1.66071428571429,0.535714285714286
3,0,2,4,1,2,77.4703557312253,51.3833992094862,100,0.804597701149425,2.40229885057471,0.436781609195402
3,0,2,4,1,2,100,100,100,0.840909090909091,2.54545454545455,0.454545454545455
3,0,1,4,1,1,100,100,100,0.5,2.83333333333333,1
3,0,2,4,1,1,100,100,100,0.425531914893617,7.70212765957447,4.34042553191489
3,0,3,4,1,7,98.2946793997271,100,100,0.121495327102804,6.71028037383178,2.4392523364486
3,1,3,4,1,4,89.4514767932489,100,100,0.316666666666667,2.58333333333333,0.383333333333333
2,1,3,4,1,4,100,100,100,0.610619469026549,2.24778761061947,0.327433628318584
3,0,2,4,1,4,80.5555555555556,80.5555555555556,80.5555555555556,0.738738738738739,2.27027027027027,0.531531531531532
3,0,2,4,1,1,100,100,100,0.613636363636364,2.54545454545455,0.636363636363636
3,0,3,4,1,1,100,41.6666666666667,100,0.645833333333333,3.35416666666667,0.5625
3,0,3,4,1,4,100,40.9638554216867,100,0.587301587301587,1.48412698412698,0.277777777777778
3,0,3,4,1,5,100,100,100,0.550387596899225,2.36434108527132,0.395348837209302
3,0,1,0,1,1,94.9918173474551,83.4212430839292,95.9547579574305,0.676470588235294,2.23529411764706,0.264705882352941
3,0,0,0,1,0,100,100,100,0.875,4.125,0.708333333333333
3,1,3,4,1,8,100,100,100,0.566115702479339,1.87603305785124,0.392561983471074
2,0,2,4,1,1,94.9918173474551,83.4212430839292,95.9547579574305,0.704918032786885,2.70491803278689,0.459016393442623
3,0,3,4,1,0,100,100,100,0.73134328358209,2.50746268656716,0.597014925373134
3,0,2,4,1,0,91.0025706940874,91.0025706940874,91.0025706940874,0.495798319327731,2.03361344537815,0.361344537815126
2,0,2,4,1,0,100,100,100,0.620689655172414,2.60344827586207,0.551724137931034
2,0,2,4,1,2,89.1975308641975,89.1975308641975,89.1975308641975,0.62962962962963,2.2962962962963,0.432098765432099
3,0,2,4,1,4,100,100,100,0.62015503875969,1.68217054263566,0.341085271317829
3,0,0,4,1,0,94.9918173474551,83.4212430839292,95.9547579574305,0.724137931034483,2.58620689655172,0.310344827586207
3,0,0,4,1,1,81.0902896081772,81.0902896081772,100,0.777777777777778,3.53333333333333,0.733333333333333
3,0,1,4,1,4,89.7412199630314,75.7855822550832,100,0.731707317073171,3.07317073170732,1.07317073170732
3,0,0,4,1,1,84.2998585572843,77.0862800565771,100,0.55,3.175,0.675
3,0,1,4,1,0,100,85.1156069364162,100,0.538461538461538,3.61538461538462,1.30769230769231
3,0,2,4,1,5,100,76.4840182648402,100,0.5,3.61904761904762,1.07142857142857
3,0,2,4,1,0,100,28.7671232876712,100,0.636363636363636,5.90909090909091,0.363636363636364
3,1,3,4,1,3,100,100,100,0.00552486187845304,1.83977900552486,0.265193370165746
3,0,3,4,1,0,81.6091954022989,100,100,0.0952380952380952,4.33333333333333,0.571428571428571
3,1,3,4,1,9,93.0131004366812,100,100,0,1.34632034632035,0.207792207792208
3,0,2,0,1,1,100,100,100,0.714285714285714,5.28571428571429,1
3,2,3,4,1,2,100,53.7735849056604,100,0.729032258064516,1.4,0.270967741935484
3,2,3,4,1,3,100,65,100,0.732558139534884,2.91860465116279,0.453488372093023
2,1,1,4,1,1,94.9918173474551,83.4212430839292,95.9547579574305,0.716981132075472,2.24528301886792,0.367924528301887
3,1,1,4,1,1,94.9918173474551,83.4212430839292,95.9547579574305,0.581395348837209,2.58139534883721,0.488372093023256
3,0,1,4,1,1,94.9918173474551,83.4212430839292,95.9547579574305,0.608695652173913,1.78260869565217,0.41304347826087
3,0,3,4,1,2,100,100,100,0.783132530120482,3.42168674698795,0.289156626506024
2,0,2,4,1,3,100,70.8474576271186,100,1,2.79545454545455,0.386363636363636
3,0,1,5,1,0,100,75.6382978723404,100,0.615384615384615,3,0.353846153846154
2,0,3,4,1,1,100,64.5021645021645,100,0.761904761904762,2.78571428571429,0.5
2,0,3,4,1,1,100,71.5277777777778,100,0.64,3.2,1.48
2,0,3,4,1,1,100,77.2887323943662,100,0.620689655172414,2.10344827586207,0.53448275862069
2,0,1,5,1,2,100,83.1905075807515,100,0.971428571428571,2.48571428571429,1.08571428571429
2,0,1,5,1,0,100,83.5360149672591,100,0.673076923076923,2.11538461538462,0.365384615384615
2,0,1,5,1,0,100,75.8947368421053,100,1.08695652173913,3.26086956521739,0.565217391304348
3,0,1,5,1,1,100,94.6464646464647,100,0.565217391304348,5.82608695652174,0.434782608695652
3,0,3,5,1,8,100,93.1079323797139,100,0.619718309859155,2.59859154929577,0.338028169014085
3,0,3,4,1,2,100,85.1449275362319,100,1.4,3.34285714285714,0.457142857142857
2,0,3,4,1,3,100,100,100,0.55,3.425,1
1,0,2,4,1,1,100,80.0970873786408,100,0.714285714285714,2.34285714285714,0.971428571428571
1,2,3,4,1,1,100,100,100,0.569444444444444,1.66666666666667,0.333333333333333
3,1,3,5,1,9,96.7149220489978,83.5189309576838,100,0.560846560846561,1.78306878306878,0.82010582010582
3,0,1,4,1,0,94.4548872180451,70.3947368421053,100,1.04545454545455,4.40909090909091,2.72727272727273
2,0,1,4,1,2,100,75.6936736958935,100,1.17391304347826,2.82608695652174,1.1304347826087
3,0,1,4,0,0,85.2540272614622,70.7558859975217,100,0,11.3333333333333,6.66666666666667
3,0,1,4,1,0,100,69.5652173913043,100,0.333333333333333,21.3333333333333,6.33333333333333
2,0,1,4,1,1,100,90.4624277456647,100,0.590909090909091,3.04545454545455,0.636363636363636
3,0,1,4,1,2,100,100,100,1.5,7.5,3.33333333333333
2,0,1,5,1,1,100,100,100,0.75,2.47727272727273,0.75
3,0,1,5,1,3,100,84.9170437405731,100,0.71875,2.3125,0.78125
3,0,1,5,1,1,100,92.2118380062305,100,0.648648648648649,2.18918918918919,0.608108108108108
3,0,1,5,1,2,91.4549653579677,83.7567359507313,100,1,1.55696202531646,0.455696202531646
3,0,2,4,1,2,89.8165137614679,89.8165137614679,100,1.01315789473684,4.17105263157895,0.394736842105263
3,0,2,5,1,2,89.4083969465649,89.4083969465649,100,0.942028985507246,3.11594202898551,0.652173913043478
3,0,2,5,1,1,100,95.6663941128373,100,0.720930232558139,2.34883720930233,0.337209302325581
3,1,3,5,1,2,100,100,100,0.623853211009174,2.27522935779817,0.201834862385321
3,0,3,5,1,2,100,100,100,0.835616438356164,3.31506849315068,0.726027397260274
3,0,1,4,1,1,100,100,100,0.636363636363636,2.57575757575758,0.590909090909091
3,0,2,4,1,0,100,100,100,0.905660377358491,2.52830188679245,0.547169811320755
2,0,3,4,1,0,100,100,100,0.622641509433962,2.9622641509434,0.226415094339623
3,1,3,4,1,2,100,100,100,0.765432098765432,2.2962962962963,0.308641975308642
3,2,3,4,1,3,100,100,100,0.66025641025641,1.51923076923077,0.352564102564103
0,2,3,4,1,0,100,100,100,0.9,3.1,0.6
2,0,2,0,1,0,94.9918173474551,83.4212430839292,95.9547579574305,0.823529411764706,3.76470588235294,0.294117647058824
3,0,2,0,1,0,100,100,100,1.30769230769231,5.15384615384615,0.846153846153846
3,0,2,4,1,0,94.9918173474551,83.4212430839292,95.9547579574305,1,4.86666666666667,0.733333333333333
3,0,2,4,1,3,94.9918173474551,83.4212430839292,95.9547579574305,0.555555555555556,2.74074074074074,0.333333333333333
3,0,3,4,1,3,26.9230769230769,26.9230769230769,39.4230769230769,0.549019607843137,2.41176470588235,0.549019607843137
3,0,2,4,1,6,100,73.5849056603774,100,0.649253731343284,2.1865671641791,0.440298507462687
3,0,1,4,1,1,100,75.1479289940828,100,0.676470588235294,2.38235294117647,0.382352941176471
3,0,1,4,1,1,86.3861386138614,86.3861386138614,86.3861386138614,0.527027027027027,2.39189189189189,0.216216216216216
3,0,1,4,1,0,64.968152866242,64.968152866242,64.968152866242,1.09090909090909,5.54545454545455,0.909090909090909
3,0,1,4,1,2,87.4715261958998,77.6765375854214,87.4715261958998,0.787878787878788,2.81818181818182,0.439393939393939
3,0,3,4,1,0,100,63.2478632478632,100,0.363636363636364,2.54545454545455,0.272727272727273
3,0,1,4,1,0,94.9918173474551,83.4212430839292,95.9547579574305,0.666666666666667,4.46666666666667,0.533333333333333
3,0,1,4,1,1,100,100,100,0.584415584415584,2.01298701298701,0.155844155844156
3,0,1,4,1,0,100,100,100,0.807692307692308,2.34615384615385,0.384615384615385
3,0,1,4,1,2,66.8421052631579,66.8421052631579,66.8421052631579,0.931034482758621,2.10344827586207,0.206896551724138
3,0,1,4,1,0,66.8421052631579,66.8421052631579,66.8421052631579,0.743589743589744,1.79487179487179,0.230769230769231
3,0,1,4,1,0,66.8421052631579,66.8421052631579,66.8421052631579,1.08,2.44,0.68
3,0,1,4,1,0,100,100,100,0.894736842105263,2.57894736842105,0.736842105263158
3,0,1,4,1,2,100,93.6231884057971,100,0.652631578947368,2.06315789473684,0.421052631578947
2,0,1,0,1,0,100,100,100,0.91304347826087,2.43478260869565,1
2,0,2,0,1,1,100,100,100,1.0952380952381,2.33333333333333,0.333333333333333
2,2,3,4,1,0,87.2941176470588,57.8823529411765,87.2941176470588,0.773584905660377,3.60377358490566,0.490566037735849
3,0,2,4,1,6,92.6229508196721,81.1475409836066,92.6229508196721,0.735632183908046,2.97701149425287,0.310344827586207
2,0,2,0,1,1,100,100,100,1.16666666666667,5,1.16666666666667
2,0,1,0,1,0,100,100,100,0.714285714285714,2.52380952380952,0.619047619047619
3,0,1,4,1,1,73.8666666666667,66.9333333333333,73.8666666666667,0.518987341772152,2.60759493670886,0.354430379746835
3,0,2,4,1,6,87.8109452736318,96.7661691542288,87.8109452736318,1.08421052631579,2.34736842105263,0.505263157894737
3,0,2,4,1,1,100,85.8347386172007,100,0.785714285714286,1.38095238095238,0.357142857142857
3,0,3,4,1,1,100,90.8296943231441,100,0.32258064516129,2.06451612903226,0.903225806451613
3,0,0,4,1,0,87.1194379391101,87.1194379391101,87.1194379391101,0.794871794871795,3.1025641025641,0.41025641025641
3,0,0,4,1,0,89.7388059701492,89.7388059701492,89.7388059701492,1.5,27.5,5.5
3,0,0,4,1,2,89.8523985239852,89.8523985239852,89.8523985239852,0.939393939393939,3.3030303030303,1.03030303030303
3,0,0,4,1,1,90.5362776025237,100,100,0.970588235294118,2.94117647058824,1.17647058823529
3,0,2,4,1,3,76.2948207171315,79.6812749003984,100,1.02816901408451,2.11267605633803,0.47887323943662
3,0,2,4,1,2,100,100,100,0.922222222222222,2.28888888888889,0.355555555555556
3,0,0,4,1,1,100,49.4117647058824,100,0.666666666666667,2.9,0.5
3,0,0,4,1,0,100,100,100,0.666666666666667,3.76190476190476,0.285714285714286
3,0,3,4,1,3,100,100,100,0.609467455621302,1.93491124260355,0.230769230769231
2,0,2,0,1,0,94.9918173474551,83.4212430839292,95.9547579574305,1.06666666666667,5.06666666666667,1.66666666666667
3,0,2,0,1,0,100,100,100,0.916666666666667,5.75,0.75
3,0,2,4,1,1,100,100,100,1.08,3.04,1.48
3,0,2,4,1,4,87.2561768530559,79.9739921976593,91.4174252275683,0.604166666666667,2.52083333333333,0.479166666666667
3,0,2,4,1,3,90.3162055335968,84.7826086956522,93.4782608695652,0.320512820512821,1.97435897435897,0.474358974358974
3,0,1,4,1,0,96.5065502183406,94.6506550218341,100,0.486111111111111,2.33333333333333,0.791666666666667
3,0,1,4,1,1,100,100,100,1.17391304347826,2.91304347826087,1
3,0,3,4,1,7,91.9201520912547,90.2566539923954,97.9087452471483,0.487012987012987,2.61038961038961,0.577922077922078
3,0,3,4,1,4,100,100,100,0.703703703703704,2.7962962962963,0.518518518518518
3,1,3,4,1,5,93.9597315436242,74.7203579418345,93.9597315436242,0.774566473988439,2.27745664739884,0.479768786127168
2,1,2,4,1,0,90.9565217391304,74.7826086956522,90.9565217391304,0.615384615384615,2.57692307692308,0.884615384615385
1,1,2,4,1,1,92.1708185053381,75.6227758007117,92.1708185053381,0.947368421052632,5.42105263157895,0.894736842105263
3,0,1,4,1,2,100,100,100,1.07692307692308,4.92307692307692,1.46153846153846
3,0,2,4,1,0,96.1165048543689,72.3300970873786,96.1165048543689,0.918032786885246,2.57377049180328,0.508196721311475
3,0,0,4,1,1,100,91.8739635157546,100,1,3.05,0.5
3,0,0,4,1,0,100,93.3802816901408,100,0.941176470588235,5.94117647058824,0.470588235294118
3,0,1,4,1,2,90.0184842883549,86.0443622920518,100,1.11538461538462,2.19230769230769,0.730769230769231
3,0,2,4,1,2,89.4117647058824,89.8039215686275,100,0.566666666666667,2.53333333333333,0.533333333333333
3,0,2,4,1,4,87.9406307977737,89.4248608534323,97.2789115646258,0.776595744680851,2.45744680851064,0.797872340425532
2,0,1,4,1,0,100,100,100,0.775510204081633,3.36734693877551,0.816326530612245
2,0,1,4,1,1,100,100,100,0.857142857142857,2.33333333333333,0.666666666666667
3,0,1,4,1,1,90.0881057268722,87.8854625550661,95.1541850220264,0.882352941176471,2.76470588235294,0.96078431372549
2,0,2,4,1,0,100,100,100,0.846153846153846,4,0.615384615384615
3,2,3,4,1,1,100,89.1566265060241,100,0.652173913043478,1.78260869565217,0.521739130434783
3,2,3,4,1,10,100,75.8922980588604,96.5560425798372,0.560975609756098,2.35772357723577,0.552845528455285
2,0,2,4,1,2,100,81,100,0.67032967032967,2.18681318681319,0.494505494505495
2,0,2,4,1,0,100,100,100,1,3.47058823529412,0.882352941176471
2,0,2,4,1,0,100,100,100,0.470588235294118,5.41176470588235,1.17647058823529
2,0,2,4,1,0,100,100,100,0.75,4.5,0.45
3,0,2,4,1,2,90.1996370235935,81.8511796733212,100,0.63855421686747,2.62650602409639,0.626506024096386
3,0,1,0,1,1,94.9918173474551,83.4212430839292,95.9547579574305,0.483870967741935,1.29032258064516,0.32258064516129
3,0,1,4,1,0,88.3870967741936,83.7634408602151,100,1.17391304347826,4.30434782608696,1.47826086956522
3,0,1,4,1,0,94.9918173474551,83.4212430839292,95.9547579574305,0.416666666666667,2.79166666666667,0.5
3,0,2,0,1,0,100,100,100,0.583333333333333,6.75,0.5
3,0,2,4,1,5,85.7881136950904,80.4478897502153,100,0.46551724137931,1.77586206896552,0.310344827586207
3,0,2,4,1,8,92.1487603305785,75.3443526170799,100,0.754966887417219,1.78145695364238,0.556291390728477
3,0,1,4,1,1,100,100,100,0.614035087719298,1.57894736842105,0.614035087719298
3,0,1,4,1,2,64.4927536231884,90.5797101449275,64.4927536231884,0.333333333333333,7.83333333333333,1.33333333333333
3,0,1,4,1,5,69.375,61.25,69.375,3.04347826086957,4.04347826086957,1
2,0,1,4,1,1,94.9918173474551,83.4212430839292,95.9547579574305,0.710526315789474,2.21052631578947,0.368421052631579
2,0,1,4,1,2,91.9642857142857,66.3690476190476,91.9642857142857,0.822222222222222,3.08888888888889,0.577777777777778
2,0,2,4,1,0,81.4432989690722,60.1374570446735,81.4432989690722,0.533333333333333,1.53333333333333,0.4
2,1,3,4,1,0,94.9918173474551,83.4212430839292,95.9547579574305,0,1.9811320754717,0.339622641509434
3,1,1,4,1,2,94.9918173474551,83.4212430839292,95.9547579574305,0,5.41666666666667,1
3,2,3,4,1,1,94.7001394700139,77.8242677824268,84.6582984658298,0.0562770562770563,2.25541125541126,0.354978354978355
3,2,3,4,1,0,94.9918173474551,83.4212430839292,95.9547579574305,0,1.46153846153846,0
2,2,3,4,1,4,100,100,100,0.408163265306122,1.69387755102041,0.301020408163265
1,0,3,4,1,0,94.9918173474551,83.4212430839292,95.9547579574305,0.588235294117647,2.82352941176471,0.294117647058824
0,1,3,0,1,0,94.9918173474551,83.4212430839292,95.9547579574305,2,0,0
1,1,3,4,1,4,100,100,100,0.0285714285714286,1.97142857142857,0.285714285714286
1,2,2,4,1,0,94.9918173474551,83.4212430839292,95.9547579574305,1.09090909090909,3.90909090909091,1.09090909090909
2,2,3,4,1,2,100,100,100,0.890909090909091,2.8,0.636363636363636
3,2,3,4,1,0,100,100,100,0.590909090909091,1.61363636363636,0.363636363636364
1,1,2,4,1,3,100,100,100,0.852941176470588,3.85294117647059,0.705882352941177
1,1,2,4,1,0,100,69.6969696969697,100,0,3.76190476190476,0.761904761904762
2,1,2,4,1,1,94.9918173474551,83.4212430839292,95.9547579574305,0,4,0.75
2,1,2,4,1,0,94.9918173474551,83.4212430839292,95.9547579574305,0,2.3,0.35
2,1,1,3,1,1,94.9918173474551,83.4212430839292,95.9547579574305,0,3,0.714285714285714
2,0,3,3,1,1,94.9918173474551,83.4212430839292,95.9547579574305,0.62962962962963,3.07407407407407,0.592592592592593
3,0,1,5,1,2,100,93.3333333333333,100,0.641791044776119,0.985074626865672,0.388059701492537
3,0,1,4,1,3,100,100,100,0.659574468085106,1.93617021276596,0.319148936170213
2,0,2,4,1,0,94.9918173474551,83.4212430839292,95.9547579574305,0,3.33333333333333,0
1,0,2,4,1,0,94.9918173474551,83.4212430839292,95.9547579574305,0,3.8,0.7
1,0,2,3,1,0,94.9918173474551,83.4212430839292,95.9547579574305,0,6,1.75
1,2,3,4,1,0,94.9918173474551,83.4212430839292,95.9547579574305,0,1.74342105263158,0.25
3,0,1,4,1,3,76.3419483101392,73.1610337972167,100,0.608695652173913,5.1304347826087,1.56521739130435
2,0,2,4,1,0,94.9918173474551,83.4212430839292,95.9547579574305,0.625,5,0
1,2,3,4,1,0,100,100,100,0.777777777777778,5.16666666666667,1.05555555555556
3,0,3,4,1,0,100,65.8730158730159,100,0.672727272727273,3.45454545454545,0.745454545454545
